FILENAME,FRAME,TIME (HMS),PERIOD,PERIOD TIME (HMS),LENGTH (mm),PRECISION (mm),RMS (mm),RANGE (mm),DIRECTION (deg),HORZ. DIR. (deg),VERT. DIR. (deg),MID_X (mm),MID_Y (mm),MID_Z (mm),OPCODE,TAPEREADER,DEPTH,COMMENT,YEAR,DIVE,TRANSECT_NUMBER,,DIVE_NO,,,,FAMILY,GENUS,SPECIES,CODE,NUMBER,STAGE,ACTIVITY,CHECK_ID,COMMENT,EVENT TIME HH:MM:SS
SL_2018SSEO_Dive_04_13-18-19.000.avi,2326,20:19.5,,,167.089,12.24,2.702,2993.103,22.208,4.583,30.087,-362.669,-1071.6,-2771.066,1,KelliiWood,0,N/A,2018,SSEO_4,47,,4,,,,rockfish,yelloweye,145,145,2,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_04_13-18-19.000.avi,3117,20:45.9,,,634.156,86.271,3.221,4895.522,10.299,43.491,36.447,-873.013,62.631,-4816.644,1,KelliiWood,0,N/A,2018,SSEO_4,47,,4,,,,rockfish,yelloweye,145,145,3,AD,Fish resting on bottom,,,
SL_2018SSEO_Dive_04_13-18-19.000.avi,4360,21:27.3,,,284.776,70.718,1.126,4671.079,10.703,30.642,0.03,-259.39,827.785,-4589.822,1,KelliiWood,0,N/A,2018,SSEO_4,47,,4,,,,rockfish,yelloweye,145,145,4,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_04_13-18-19.000.avi,9206,24:08.9,,,134.842,8.289,1.769,2881.142,8.352,4.615,17.794,374.284,-187.192,-2850.588,1,KelliiWood,0,N/A,2018,SSEO_4,47,,4,,,,rockfish,yelloweye,145,145,5,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_04_13-18-19.000.avi,18512,29:19.1,,,506.833,59.065,7.661,5235.529,27.019,11.084,19.406,-1781.55,1575.724,-4664.111,1,KelliiWood,0,N/A,2018,SSEO_4,47,,4,,,,halibut,halibut,200,200,7,,,,,
SL_2018SSEO_Dive_04_13-18-19.000.avi,40082,41:18.1,,,513.567,84.149,3.192,4312.047,23.891,51.587,9.736,1454.357,966.835,-3942.566,1,KelliiWood,0,N/A,2018,SSEO_4,47,,4,,,,halibut,halibut,200,200,9,,,,,
SL_2018SSEO_Dive_04_13-18-19.000.avi,9644,24:23.5,,,632.631,28.979,2.133,3573.095,30.391,7.745,2.25,-1447.881,1082.174,-3082.134,1,KelliiWood,0,N/A,2018,SSEO_4,47,,4,,,,salmon,Chinook,410,410,6,,,,,
SL_2018SSEO_Dive_04_13-18-19.000.avi,48352,45:53.7,,,,6.331,0.002,1738.423,18.794,,,302.399,-479.673,-1643.345,1,KelliiWood,0,N/A,2018,SSEO_4,47,,4,,,,skate,longnose skate,701,701,10,,,,,
SL_2018SSEO_Dive_04_13-18-19.000.avi,21647,31:03.6,,,354.407,10.415,0.655,1762.29,21.637,31.073,8.833,-502.146,-412.407,-1638.119,1,KelliiWood,0,N/A,2018,SSEO_4,47,,4,,,,sablefish,sablefish,710,710,8,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,47844,21:58.8,,7:21:59,450.427,68.254,1.632,5082.708,15.92,35.658,46.855,-1341.969,377.816,-4887.77,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,greenling,lingcod,130,130,23,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,68103,33:14.1,,7:33:14,500.364,60.489,4.25,3881.158,17.158,47.767,31.175,1021.754,516.661,-3708.432,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,black,142,142,61,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,35311,15:01.0,,7:15:01,219.096,34.511,1.955,3354.371,27.408,19.679,9.799,1541.777,84.165,-2977.858,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,3,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,42207,18:50.9,,7:18:51,363.853,82.253,1.647,5540.337,27.863,9.59,3.089,-2502.01,666.846,-4898.02,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,8,SU,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,42224,18:51.5,,7:18:51,139.929,40.008,0.641,3786.135,19.639,25.344,27.959,-1270.591,-69.445,-3565.893,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,9,JV,Fish actively swimming in frame,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,42892,19:13.7,,7:19:14,260.549,85.079,0.596,4274.535,16.623,50.053,12.647,910.385,816.422,-4095.888,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,10,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,44532,20:08.4,,7:20:08,,28.206,1.037,3791.33,22.856,,,1472.32,9.287,-3493.762,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,13,AD,Fish resting on bottom,,"NO LENGTH, fish behind rock",
SL_2018SSEO_Dive_05_14-55-21.000.avi,45552,20:42.4,,7:20:42,584.901,102.093,1.314,5683.905,28.729,25.204,10.143,-2709.827,347.813,-4984.24,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,15,AD,Feeding,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,45763,20:49.4,,7:20:49,98.096,26.732,0.406,2738.246,26.846,45.965,32.833,1233.001,94.065,-2443.123,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,17,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,45817,20:51.2,,7:20:51,145.601,8.823,0.213,2274.752,15.237,9.563,1.758,471.364,-367.722,-2194.788,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,18,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,46603,21:17.4,,7:21:17,379.539,76.106,1.348,4235.711,24.175,47.778,15.381,-1725.147,181.289,-3864.228,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,19,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,47434,21:45.1,,7:21:45,201.975,69.291,2.156,4311.846,6.495,34.637,1.548,486.9,-27.982,-4284.175,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,20,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,47601,21:50.7,,7:21:51,567.218,59.649,1.598,5860.631,12.679,15.491,16.437,483.035,1192.207,-5717.72,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,21,AD,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,47667,21:52.9,,7:21:53,171.322,4.629,0.334,2392.188,17.393,3.357,12.838,181.571,-691.664,-2282.805,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,22,JV,Fish moving quickly into frame,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,48121,22:08.0,,7:22:08,280.145,44.02,1.038,3252.857,25.33,49.932,16.24,-1139.212,-799.327,-2940.128,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,24,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,48599,22:24.0,,7:22:24,253.624,45.509,1.083,3460.213,13.865,35.453,8.787,809.395,180.074,-3359.394,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,25,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,49099,22:40.6,,7:22:41,562.455,86.013,1.642,4788.725,15.119,34.115,4.054,1212.215,301.037,-4622.964,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,26,AD,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,49323,22:48.1,,7:22:48,392.879,108.533,0.813,5127.635,4.421,40.071,9.835,-313.63,-240.585,-5112.377,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,27,SU,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,49323,22:48.1,,7:22:48,,22.738,0.141,3366.904,28.934,,,1562.844,443.384,-2949.063,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,28,AD,Attracted,,"NO LENGTH, facing ROV",
SL_2018SSEO_Dive_05_14-55-21.000.avi,50009,23:11.0,,7:23:11,373.305,49.344,0.545,3748.61,6.389,77.363,56.302,-414.837,-43.712,-3725.329,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,29,SU,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,50303,23:20.8,,7:23:21,297.163,63.762,3.179,4225.076,6.123,35.954,21.004,294.067,341.523,-4200.971,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,30,JV,Feeding,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,50431,23:25.0,,7:23:25,184.09,29.107,0.568,3767.361,8.18,17.994,2.235,-308.053,-438.635,-3729.037,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,31,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,50844,23:38.8,,7:23:39,199.826,20.789,4.951,3763.137,26.395,43.204,70.838,-1626.27,-392.23,-3370.846,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,32,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,52925,24:48.2,,7:24:48,,61.437,0.247,5747.475,30.719,,,-2865.392,613.384,-4944.366,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,33,AD,Fish milling/hovering,,"NO LENGTH, can't see all body",
SL_2018SSEO_Dive_05_14-55-21.000.avi,53648,25:12.3,,7:25:12,139.509,30.27,1.084,3114.03,26.738,25.439,11.621,-1344.837,-392.911,-2781.045,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,34,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,53648,25:12.3,,7:25:12,212.85,15.541,1.075,4793.223,20.089,6.068,4.252,84.827,1644.194,-4501.601,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,35,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,53648,25:12.3,,7:25:12,242.387,85.374,0.731,4616.813,20.955,46.78,20.842,-221.92,1636.18,-4311.453,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,36,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,54021,25:24.7,,7:25:25,432.972,111.172,2.973,5649.028,9.173,32.632,9.618,-776.217,456.614,-5576.783,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,37,AD,Fish resting on bottom,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,54021,25:24.7,,7:25:25,328.376,89.162,3.033,6901.94,15.086,14.633,18.035,1263.496,1276.903,-6664.074,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,38,SU,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,54213,25:31.1,,7:25:31,117.82,13.825,1.194,3888.257,8.721,2.776,28.212,-572.542,140.622,-3843.302,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,39,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,54250,25:32.3,,7:25:32,359.611,110.299,3.032,4681.777,22.554,58.623,6.09,1783.607,207.926,-4323.72,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,41,AD,Fish resting on bottom,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,54428,25:38.3,,7:25:38,258.812,59.707,1.972,4671.562,29.152,47.221,47.32,-2241.133,-394.814,-4079.821,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,42,SU,Fish resting on bottom,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,54499,25:40.6,,7:25:41,194.348,47.208,1.458,4200.691,26.708,9.614,10.516,-1885.537,95.973,-3752.511,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,43,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,54637,25:45.2,,7:25:45,239.479,46.523,0.183,3583.438,20.842,32.823,6.152,-1272.29,-82.725,-3348.95,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,46,SU,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,54715,25:47.8,,7:25:48,,14.139,1.404,2645.683,29.19,,,-1155.092,-587.41,-2306.589,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,47,JV,Fish resting on bottom,,"NO LENGTH, hiding part body",
SL_2018SSEO_Dive_05_14-55-21.000.avi,55000,25:57.3,,7:25:57,246.275,104.604,1.861,4852.455,26.947,54.888,6.418,1523.164,1585.975,-4325.619,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,48,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,55311,26:07.7,,7:26:08,,8.899,1.466,2130.329,17.793,,,34.683,-660.902,-2024.922,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,49,AD,Fish resting on bottom,,"NO LENGTH, part body hidden",
SL_2018SSEO_Dive_05_14-55-21.000.avi,55964,26:29.5,,7:26:29,133.671,54.07,0.44,4218.727,21.003,27.34,19.975,1332.199,715.3,-3938.432,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,50,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,56001,26:30.7,,7:26:31,,28.225,0.446,3776.8,30.923,,,1836.926,609.19,-3243.271,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,51,AD,Fish resting on bottom,,"NO LENGTH, just head visible",
SL_2018SSEO_Dive_05_14-55-21.000.avi,56073,26:33.1,,7:26:33,123.51,8.98,0.843,2210.152,12.967,11.359,10.133,-473.548,-147.279,-2153.795,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,52,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,65274,31:39.8,,7:31:40,119.75,44.026,0.895,3394.004,20.839,37.41,11,1068.429,562.333,-3171.988,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,57,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,65987,32:03.6,,7:32:04,127.506,6.656,0.614,3082.352,4.951,2.843,8.889,-264.308,30.262,-3070.849,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,58,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,67704,33:00.8,,7:33:01,228.48,28.875,1.175,3799.546,26.465,3.779,35.427,-1431.88,-903.769,-3401.393,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,59,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,68100,33:14.0,,7:33:14,,18.368,1.082,3082.452,15.904,,,844.185,13.12,-2964.572,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,60,JV,Fish milling/hovering,,"NO LENGTH, can't see tail",
SL_2018SSEO_Dive_05_14-55-21.000.avi,68528,33:28.3,,7:33:28,76.634,18.674,0.877,2967.428,29.513,2.952,37.961,-1365.178,-522.746,-2582.374,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,62,JV,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,69322,33:54.7,,7:33:55,321.435,45.259,1.418,4263.028,32.417,7.643,23.669,2071.217,965.799,-3598.708,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,63,SU,Fish milling/hovering,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,69559,34:02.6,,7:34:03,181.197,68.857,3.145,4569.53,25.298,28.54,13.607,-1951.965,-54.105,-4131.284,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,64,JV,Fish resting on bottom,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,70857,34:45.9,,7:34:46,343.21,13.839,0.393,2223.729,20.027,26.568,21.318,-493.628,-579.88,-2089.269,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,yelloweye,145,145,65,AD,Fish resting on bottom,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,34122,14:21.4,,7:14:21,,19.857,0.292,3297.205,7.708,,,405.613,-193.752,-3266.42,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,quillback,147,147,2,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,41502,18:27.4,,7:18:27,,73.602,1.022,6060.17,22.572,,,596.952,2218.23,-5607.919,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,quillback,147,147,5,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,41981,18:43.4,,7:18:43,,59.235,1.135,5342.011,28.709,,,2295.207,1122.383,-4691.413,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,quillback,147,147,6,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,42097,18:47.2,,7:18:47,,32.001,0.382,4193.654,9.217,,,240.735,604.926,-4142.806,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,quillback,147,147,7,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,43605,19:37.5,,7:19:37,,96.063,0.819,6756.684,23.708,,,-1704.517,2082.244,-6197.714,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,quillback,147,147,12,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,45127,20:28.2,,7:20:28,,18.545,0.683,3259.506,5.454,,,-269.218,135.891,-3245.526,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,quillback,147,147,14,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,45639,20:45.3,,7:20:45,,39.599,1.393,4487.762,14.25,,,596.512,906.478,-4354.593,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,quillback,147,147,16,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,54524,25:41.5,,7:25:41,,54.488,1.166,5386.242,30.279,,,2708.208,-228.11,-4650.288,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,quillback,147,147,44,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,56667,26:52.9,,7:26:53,,27.104,0.443,3751.158,23.717,,,-1508.673,-0.02,-3434.398,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,quillback,147,147,53,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,54213,25:31.1,,7:25:31,,64.26,1.927,5837.978,11.344,,,-997.5,538.262,-5726.889,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,tiger,148,148,40,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,54561,25:42.7,,7:25:43,,14.317,0.324,2670.464,13.878,,,473.619,-445.108,-2590.163,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,tiger,148,148,45,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,43605,19:37.5,,7:19:37,,35.762,0.295,4333.455,12.53,,,-400.522,827.885,-4234.74,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,rosethorn,150,150,11,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,57468,27:19.6,,7:27:20,,19.03,0.068,3112.603,13.694,,,695.182,-260.547,-3022.77,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,rosethorn,150,150,54,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,57952,27:35.7,,7:27:36,,9.312,0.41,2250.637,7.37,,,101.705,-282.131,-2230.566,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,rockfish,rosethorn,150,150,55,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,6609,59:04.3,,6:59:04,495.248,60.742,0.328,3815.218,29.494,77.534,32.84,1808.038,509.083,-3320.801,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,halibut,halibut,200,200,1,,,,,
SL_2018SSEO_Dive_05_14-55-21.000.avi,38369,16:43.0,,7:16:43,,11.878,0.3,2472.975,11.901,,,-457.387,-238.55,-2418.573,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,,,,,4,,,,Pyrosome,
SL_2018SSEO_Dive_05_14-55-21.000.avi,58275,27:46.5,,7:27:46,,12.923,0.759,2636.704,8.828,,,-377.792,-158.985,-2604.651,1,KelliiWood,0,N/A,2018,SSEO_5,48,,5,,,,,,,,56,,,,Group of pyrosomes,
SL_2018SSEO_Dive_06_17-02-30.000.avi,3706,04:39.5,,9:04:40,539.951,13.377,0.558,2028.966,18.529,26.929,8.519,635.236,-110.433,-1923.793,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,cod,Pacific cod,110,110,12,,,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,17266,12:11.5,,9:12:12,364.362,158.275,0.408,6006.523,32.251,68.685,3.232,2799.112,1561.649,-5079.818,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,cod,Pacific cod,110,110,17,,,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,21008,14:16.3,,9:14:16,680.85,157.688,0.977,5915.545,29.248,88.039,26.339,-2339.157,1697.624,-5161.404,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,cod,Pacific cod,110,110,18,,,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,30513,19:33.1,,9:19:33,795.851,49.008,1.412,2967.924,23.148,83.06,20.26,1115.735,-341.185,-2728.975,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,greenling,lingcod,130,130,19,,,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,32611,20:43.0,,9:20:43,712.344,197.573,1.23,6336.931,24.569,64.431,15.849,1995.277,1720.873,-5763.173,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,greenling,lingcod,130,130,20,,,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,46080,28:12.0,,9:28:12,383.074,76.832,0.847,5160.81,22.94,22.327,20.96,1977.376,368.907,-4752.668,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,greenling,lingcod,130,130,32,,,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,48938,29:47.3,,9:29:47,715.175,67.545,0.477,4728.288,26.322,31.484,22.671,-1491.736,1473.23,-4238.045,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,greenling,lingcod,130,130,33,,,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,49122,29:53.4,,9:29:53,532.804,58.88,0.708,4714.336,31.58,17.03,1.509,-2149.22,1214.91,-4016.194,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,greenling,lingcod,130,130,34,,,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,49554,30:07.8,,9:30:08,668.632,44.104,4.005,3675.736,25.808,30.709,4.472,-1337.811,878.161,-3309.098,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,greenling,lingcod,130,130,37,,,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,50787,30:48.9,,9:30:49,969.686,82.366,2.329,4794.793,7.143,32.707,9.498,596.139,8.414,-4757.582,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,greenling,lingcod,130,130,40,,,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,50924,30:53.5,,9:30:53,543.764,78.788,1.282,4813.075,30.389,36.614,11.021,-2251.946,925.632,-4151.823,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,greenling,lingcod,130,130,41,,,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,51916,31:26.5,,9:31:27,,13.617,0.045,2594.738,24.042,,,-1025.138,-270.71,-2368.221,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,greenling,lingcod,130,130,43,,,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,54014,32:36.5,,9:32:36,,36.607,0.872,4177.419,28.546,,,1721.544,990.922,-3674.941,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,greenling,lingcod,130,130,45,,,,"NO LENGTH, partial view",
SL_2018SSEO_Dive_06_17-02-30.000.avi,56521,34:00.0,,9:34:00,1231.968,69.767,0.813,3952.947,24.382,46.536,1.044,-1475.788,696.391,-3600.4,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,greenling,lingcod,130,130,54,,,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,56521,34:00.0,,9:34:00,930.782,120.678,8.529,5643.894,18.565,38.791,0.008,-517.223,1720.883,-5350.195,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,greenling,lingcod,130,130,55,,,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,32969,20:55.0,,9:20:55,638.375,57.731,1.056,6741.235,6.649,9.258,11.024,-737.183,256.579,-6695.892,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,rockfish,yelloweye,145,145,21,AD,Fish milling/hovering,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,37739,23:34.0,,9:23:34,333.9,65.311,0.499,6036.838,15.26,16.898,1.548,101.024,1585.708,-5823.98,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,rockfish,yelloweye,145,145,24,AD,Fish milling/hovering,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,38234,23:50.5,,9:23:50,543.923,17.108,3.592,2527.361,28.51,20.13,26.223,-1134.112,411.119,-2220.883,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,rockfish,yelloweye,145,145,25,AD,Attracted,,,
SL_2018SSEO_Dive_06_17-02-30.000.avi,39368,24:28.3,,9:24:28,,27.83,0.606,3848.171,13.006,,,862.957,52.819,-3749.791,1,KelliiWood,0,N/A,2018,SSEO_6,51,,6,,,,rockfish,yelloweye,145,145,27,AD,Fish resting on bottom,,"NO LENGTH, hiding behind rock",
