FILENAME,FRAME,TIME (HMS),PERIOD,PERIOD TIME (HMS),LENGTH (mm),PRECISION (mm),RMS (mm),RANGE (mm),DIRECTION (deg),HORZ. DIR. (deg),VERT. DIR. (deg),MID_X (mm),MID_Y (mm),MID_Z (mm),OPCODE,TAPEREADER,DEPTH,COMMENT,YEAR,DIVE,TRANSECT_NUMBER,,DIVE_NO,,,,FAMILY,GENUS,SPECIES,CODE,NUMBER,STAGE,ACTIVITY,CHECK_ID,COMMENT,EVENT TIME HH:MM:SS
SL_2018SSEO_Dive_20_09-31-15.000.avi,4287,9:33:40,,,,5.718,0.947,1690.826,21.358,,,-615.768,-11.977,-1574.669,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,3,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,4287,9:33:40,,,,15.723,1.032,2873.642,12.002,,,230.753,537.035,-2813.568,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,4,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,4287,9:33:40,,,,23.323,1.381,3396.788,18.934,,,420.611,1002.604,-3218.081,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,5,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,4357,9:33:42,,,,14.708,4.471,2776.307,10.947,,,441.368,274.681,-2727.201,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,6,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,4357,9:33:42,,,,19.132,3.11,3216.928,12.259,,,25.525,666.764,-3146.967,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,7,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,4427,9:33:45,,,,14.121,0.719,2597.45,28.064,,,-637.22,1031.114,-2297.281,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,8,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,4427,9:33:45,,,,9.478,0.81,2239.277,9.059,,,312.042,-175.312,-2210.488,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,9,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,15431,9:39:51,,,,14.551,0.429,2687.287,23.102,,,-1019.507,256.53,-2473.117,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,19,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,28162,9:46:56,,,,19.888,1.624,3352.665,6.063,,,344.347,-99.38,-3333.454,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,24,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,28162,9:46:56,,,,22.348,3.941,3321.7,27.551,,,1468.381,437.325,-2947.252,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,25,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,28162,9:46:56,,,,42.691,2.327,4571.78,17.549,,,-993.082,934.037,-4363.775,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,27,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,30444,9:48:12,,,,34.834,1.876,4315.122,33.875,,,-2087.168,1177.229,-3588.613,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,30,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,30444,9:48:12,,,,54.379,0.557,5319.046,18.378,,,-231.392,1635.556,-5056.052,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,31,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,31886,9:49:00,,,,18.581,2.151,3084.708,27.038,,,-1381.828,-252.216,-2746.336,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,34,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,31886,9:49:00,,,,14.356,0.745,2601.922,28.186,,,739.688,-993.015,-2288.401,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,35,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,31886,9:49:00,,,,18.635,1.152,3141.816,27.154,,,-1433.619,12.12,-2795.639,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,36,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,31886,9:49:00,,,,14.726,2.243,2761.449,15.933,,,-91.091,-765.912,-2651.543,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,37,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,31886,9:49:00,,,,17.448,0.484,3086.097,8.985,,,99.956,-486.861,-3045.812,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,38,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,31941,9:49:02,,,,22.137,0.77,3440.826,9.892,,,-445.053,371.915,-3391.591,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,39,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,31941,9:49:02,,,,42.121,1.135,4678.146,12.255,,,-670.49,709.391,-4575.179,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,40,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,32059,9:49:06,,,,49.374,0.208,5055.287,13.173,,,-602.718,956.989,-4927.152,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,41,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,32059,9:49:06,,,,44.036,5.193,4853.712,11.201,,,367.769,844.152,-4765.571,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,canary,146,146,42,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,53306,10:00:54,,,,11.757,0.04,2367.078,22.009,,,-469.304,-763.812,-2190.754,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,rosethorn,150,150,55,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,58888,10:04:00,,,,46.823,1.345,4812.359,16.625,,,-901.591,1017.36,-4616.374,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,rosethorn,150,150,56,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,58973,10:04:03,,,,34.851,0.338,4165.607,20.341,,,-1385.77,400.176,-3907.913,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,rosethorn,150,150,57,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,73587,10:12:10,,,,32.824,0.725,3924.795,23.997,,,1274.811,942.421,-3590.365,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,rosethorn,150,150,62,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,74901,10:12:54,,,,49.694,0.764,5128.358,33.409,,,2641.053,977.677,-4285.912,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,rosethorn,150,150,63,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,82179,10:16:56,,,,13.37,1.358,2578.51,16.796,,,281.168,-702.425,-2465.007,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,rosethorn,150,150,67,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,90553,10:21:35,,,,15.651,1.962,2904.742,8.64,,,201.338,-401.627,-2869.788,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,rosethorn,150,150,68,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,14267,9:39:13,,,,19.092,0.77,3119.169,25.742,,,156.726,1331.475,-2816.349,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,yellowtail,155,155,15,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,14267,9:39:13,,,,19.486,0.189,3017.916,26.89,,,949.946,966.596,-2696.5,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,yellowtail,155,155,16,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,15050,9:39:39,,,,25.617,0.964,3814.817,6.063,,,-108.576,-407.142,-3791.474,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,yellowtail,155,155,18,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,44513,9:56:01,,,,18.148,1.634,2938.968,24.223,,,-645.514,1004.992,-2685.299,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,yellowtail,155,155,45,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,44545,9:56:02,,,,21.447,2.359,3172.449,23.324,,,829.03,928.962,-2917.905,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,yellowtail,155,155,46,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,44545,9:56:02,,,,21.231,3.817,3246.255,31.379,,,1497.068,770.88,-2775.374,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,yellowtail,155,155,47,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,44545,9:56:02,,,,15.204,1.292,2705.174,21.809,,,-487.401,866.258,-2515.949,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,yellowtail,155,155,48,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,44545,9:56:02,,,,32.533,3.569,4067.119,21.99,,,244.006,1484.238,-3778.751,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,yellowtail,155,155,49,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,44545,9:56:02,,,,33.956,2.44,4012.366,23.156,,,-1196.701,1009.664,-3694.261,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,yellowtail,155,155,50,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,44545,9:56:02,,,,29.21,5.577,3887.833,15.379,,,-290.064,970.5,-3753.564,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,yellowtail,155,155,51,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,14267,9:39:13,,,,40.942,1.292,4481.051,25.995,,,1878.54,552.743,-4030.556,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,dusky,172,172,14,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,44513,9:56:01,,,,5.855,0.132,1668.179,22.107,,,586.776,-230.999,-1544.394,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,rockfish,dusky,172,172,44,,,,,
SL_2018SSEO_Dive_20_09-31-15.000.avi,19987,9:42:23,,,,18.992,0.916,3002.793,27.425,,,-827.554,1094.712,-2670.866,1,KelliiWood,0,N/A,2018,SSEO_20,68,,20,,,,,,,,21,,,,PYROSOME,
SL_2018SSEO_Dive_21_10-59-57.000.avi,58100,11:32:19,,,,17.765,1.058,2996.02,15.096,,,355.253,680.142,-2896.09,1,KelliiWood,0,N/A,2018,SSEO_21,68,,20,,,,rockfish,redbanded,153,153,9,,,,,
SL_2018SSEO_Dive_21_10-59-57.000.avi,12988,11:07:15,,,,8.3,2.584,2086.692,10.075,,,302.615,193.775,-2055.519,1,KelliiWood,0,N/A,2018,SSEO_21,68,,20,,,,rockfish,yellowtail,155,155,4,,,,,
SL_2018SSEO_Dive_21_10-59-57.000.avi,13089,11:07:18,,,,14.268,1.278,2713.342,12.049,,,355.76,427.346,-2655.755,1,KelliiWood,0,N/A,2018,SSEO_21,68,,20,,,,rockfish,yellowtail,155,155,5,,,,,
SL_2018SSEO_Dive_21_10-59-57.000.avi,14179,11:07:55,,,,5.317,0.118,1578.614,25.537,,,-431.067,-533.768,-1421.723,1,KelliiWood,0,N/A,2018,SSEO_21,68,,20,,,,rockfish,yellowtail,155,155,7,,,,,
SL_2018SSEO_Dive_21_10-59-57.000.avi,14408,11:08:02,,,,17.293,0.376,3129.353,6.019,,,190.705,251.325,-3113.409,1,KelliiWood,0,N/A,2018,SSEO_21,68,,20,,,,rockfish,yellowtail,155,155,8,,,,,
SL_2018SSEO_Dive_21_10-59-57.000.avi,4488,11:02:32,,,,25.208,0.097,3523.584,29.89,,,1603.187,700.962,-3058.445,1,KelliiWood,0,N/A,2018,SSEO_21,68,,20,,,,rockfish,silvergray,157,157,3,,,,,
SL_2018SSEO_Dive_21_10-59-57.000.avi,14048,11:07:50,,,,16.287,0.479,2988.317,8.742,,,-173.48,404.888,-2955.674,1,KelliiWood,0,N/A,2018,SSEO_21,68,,20,,,,rockfish,silvergray,157,157,6,,,,,
SL_2018SSEO_Dive_21_10-59-57.000.avi,683,11:00:25,,,497.416,13.371,0.863,2324.594,2.832,22.489,17.383,-9.096,-114.496,-2321.755,1,KelliiWood,0,N/A,2018,SSEO_21,68,,20,,,,halibut,halibut,200,200,2,,,,,
SL_2018SSEO_Dive_21_10-59-57.000.avi,72283,11:40:11,,,,105.732,1.561,7287.057,30.363,,,3453.427,1249.512,-6293.947,1,KelliiWood,0,N/A,2018,SSEO_21,68,,20,,,,halibut,halibut,200,200,10,,,,,
SL_2018SSEO_Dive_21_10-59-57.000.avi,300,11:00:12,,,,10.537,0.222,2384.607,7.74,,,279.666,-169.793,-2362.056,1,KelliiWood,0,N/A,2018,SSEO_21,68,,20,,,,,,,,1,,,,PYROSOME,
SL_2018SSEO_Dive_22_14-16-23.000.avi,225,14:16:35,,,461.958,19.142,1.612,3351.944,7.584,13.743,14.835,-381.203,-224.512,-3322.62,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,greenling,lingcod,130,130,1,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,46429,14:42:16,,,457.446,17.796,0.413,3512.028,10.771,7.727,18.544,-645.095,-120.824,-3450.158,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,greenling,lingcod,130,130,21,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,69191,14:54:54,,,,31.785,0.804,4191.887,8.549,,,616.467,-111.711,-4144.805,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,greenling,lingcod,130,130,43,,,,"NO LENGTH, just head",
SL_2018SSEO_Dive_22_14-16-23.000.avi,6952,14:20:20,,,633.147,129.117,1.076,4902.149,13.846,72.752,26.162,-393.967,-1105.023,-4759.703,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,yelloweye,145,145,2,AD,Fish resting on bottom,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,14101,14:24:18,,,,41.017,0.31,4597.373,13.742,,,-980.19,459.023,-4468.15,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,yelloweye,145,145,5,SU,Fish resting on bottom,,"NO LENGTH, hiding",
SL_2018SSEO_Dive_22_14-16-23.000.avi,18799,14:26:55,,,671.378,188.34,1.357,7562.625,22.352,45.806,44.098,1658.049,2350.014,-6994.398,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,yelloweye,145,145,6,AD,Fish milling/hovering,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,57302,14:48:18,,,478.222,119.81,2.587,5428.068,30.031,69.884,27.694,-2557.139,917.043,-4699.36,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,yelloweye,145,145,28,AD,Fish actively swimming in frame,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,60263,14:49:57,,,,16.806,3.191,2888.68,31.399,,,-1148.342,-985.169,-2460.737,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,yelloweye,145,145,31,AD,Feeding,,NO LENGTH - head in rocks,
SL_2018SSEO_Dive_22_14-16-23.000.avi,9792,14:21:54,,,,62.608,3.502,5860.337,11.381,,,-1154.218,41.813,-5745.397,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,tiger,148,148,3,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,27830,14:31:56,,,,25.369,1.027,3535.143,15.364,,,749.198,-579.293,-3405.93,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,tiger,148,148,14,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,31966,14:34:14,,,,58.681,0.316,5490.744,12.911,,,841.974,865.312,-5356.359,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,tiger,148,148,18,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,50631,14:44:36,,,,26.524,0.6,3674.595,28.141,,,1711.502,-289.049,-3238.805,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,tiger,148,148,22,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,55090,14:47:04,,,,42.953,0.043,4793.647,9.639,,,721.606,-375.273,-4724.141,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,tiger,148,148,27,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,61063,14:50:23,,,,15.541,0.336,2798.262,19.919,,,-189.57,-947.55,-2626.115,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,tiger,148,148,32,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,11151,14:22:40,,,,24.551,1.213,3499.749,20.656,,,1222.132,-191.017,-3273.858,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,4,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,19413,14:27:15,,,,39.189,1.216,4432.279,30.832,,,2099.106,849.289,-3810.192,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,7,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,21741,14:28:33,,,,41.493,2.464,4444.864,22.665,,,1508.078,791.287,-4105.652,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,8,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,22609,14:29:02,,,,66.81,0.114,5742.371,16.959,,,-1086.284,1247.229,-5499.021,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,9,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,23277,14:29:24,,,,14.79,0.932,2681.62,18.062,,,-452.752,-710.146,-2545.937,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,10,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,23538,14:29:33,,,,17.869,1.444,2957.12,15.801,,,568.997,-584.07,-2842.475,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,11,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,26437,14:31:09,,,,23.434,0.673,3336.027,24.12,,,-764.237,-1144.215,-3039.045,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,12,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,27541,14:31:46,,,,30.063,0.434,3987.552,11.909,,,-764.737,284.079,-3903.21,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,13,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,27830,14:31:56,,,,43.852,2.993,4746.36,16.616,,,1334.905,222.517,-4549.335,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,15,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,29131,14:32:39,,,,23.932,0.565,3550.451,13.9,,,-131.177,-860.127,-3442.19,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,16,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,31862,14:34:10,,,,29.962,0.948,3873.783,22.622,,,-1465.241,-288.711,-3574.34,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,17,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,32147,14:34:20,,,,38.014,0.306,4722.112,5.351,,,86.759,408.018,-4703.651,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,19,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,35425,14:36:09,,,,41.076,3.612,4596.809,16.862,,,-1321.293,-201.242,-4398.22,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,20,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,50851,14:44:43,,,,31.255,2.274,4300.706,4.68,,,-7.976,329.226,-4288.079,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,23,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,52337,14:45:33,,,,21.738,0.136,3325.092,13.46,,,712.824,-317.834,-3232.197,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,24,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,52790,14:45:48,,,,63.548,2.829,5921.846,10.955,,,157.715,1084.982,-5819.467,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,25,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,53870,14:46:24,,,,26.909,0.268,3658.167,23.554,,,1445.393,-235.555,-3352.244,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,26,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,58846,14:49:10,,,,37.678,0.54,4677.682,5.417,,,415.545,126.032,-4657.483,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,29,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,59717,14:49:39,,,,30.885,0.845,3991.517,14.309,,,967.937,-210.085,-3866.674,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,30,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,62774,14:51:20,,,,48.433,0.3,5019.192,12.374,,,-883.166,589.266,-4905.616,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,33,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,62970,14:51:27,,,,40.084,1.399,4503.104,18.422,,,1411.008,-206.337,-4271.35,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,34,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,63089,14:51:31,,,,38.682,3.048,4802.328,3.687,,,275.587,115.174,-4793.03,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,35,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,65432,14:52:49,,,,36.062,0.409,4287.434,13.462,,,914.791,-420.161,-4167.579,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,36,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,65432,14:52:49,,,,47.731,0.804,4915.956,17.621,,,1448.203,318.977,-4686.959,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,37,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,65610,14:52:55,,,,40.099,0.028,4398.074,18.687,,,-940.802,-1070.054,-4160.881,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,38,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,65785,14:53:01,,,,45.916,0.244,4859.722,14.567,,,-1178.614,-347.319,-4701.823,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,39,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,67906,14:54:12,,,,15.474,1.706,2739.736,28.065,,,1192.692,-501.012,-2415.083,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,40,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,68684,14:54:37,,,,49.461,0.81,4951.571,18.578,,,-1496.68,-522.234,-4690.978,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,41,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,68883,14:54:44,,,,49.755,1.081,5119.708,14.079,,,308.477,1181.584,-4971.933,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,42,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,70280,14:55:31,,,,15.552,0.607,2737.186,23.049,,,-983.75,-437.796,-2516.497,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,44,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,70759,14:55:47,,,,29.531,1.701,4003.693,10.679,,,741.221,-51.587,-3934.144,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,rockfish,rosethorn,150,150,45,,,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,54109,14:46:32,,,517.08,50.796,1.384,3904.03,17.356,75.243,58.841,-602.131,996.837,-3726.285,1,KelliiWood,0,N/A,2018,SSEO_22,76,,22,,,,halibut,halibut,200,200,12,,,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,13722,15:39:55,,,747.637,9.901,2.137,1773.193,18.287,30.444,21.034,-29.792,-555.584,-1683.642,1,KelliiWood,0,N/A,2018,SSEO_23,75,,23,,,,greenling,lingcod,130,130,11,,,,Fish was curved,
SL_2018SSEO_Dive_23_15-28-33.000.avi,21032,15:43:59,,,746.457,140.043,1.176,6134.534,8.264,37.1,19.322,-806.052,357.319,-6070.841,1,KelliiWood,0,N/A,2018,SSEO_23,75,,23,,,,greenling,lingcod,130,130,26,,,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,30367,15:49:10,,,,38.725,0.976,4467.859,16.813,,,1289.378,-109.194,-4276.371,1,KelliiWood,0,N/A,2018,SSEO_23,75,,23,,,,greenling,lingcod,130,130,44,,,,"NO LENGTH, can't see entire bod",
SL_2018SSEO_Dive_23_15-28-33.000.avi,41752,15:55:30,,,885.576,72.486,1.65,5152.22,24.075,24.87,13.003,1298.752,-1652.479,-4704.033,1,KelliiWood,0,N/A,2018,SSEO_23,75,,23,,,,greenling,lingcod,130,130,63,,,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,49616,15:59:52,,,917.857,37.389,1.05,4233.939,23.54,16.686,37.195,834.326,1470.866,-3881.584,1,KelliiWood,0,N/A,2018,SSEO_23,75,,23,,,,greenling,lingcod,130,130,73,,,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,62076,16:06:47,,,864.585,219.456,0.656,7679.886,11.668,36.168,4.763,248.235,1533.244,-7521.183,1,KelliiWood,0,N/A,2018,SSEO_23,75,,23,,,,greenling,lingcod,130,130,112,,,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,67265,16:09:40,,,720.95,45.475,1.297,4622.591,10.613,16.088,5.502,-838.272,148.822,-4543.512,1,KelliiWood,0,N/A,2018,SSEO_23,75,,23,,,,greenling,lingcod,130,130,120,,,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,77777,16:15:31,,,829.657,95.474,1.225,6451.446,23.354,1.608,11.644,-2466.038,-677.558,-5922.898,1,KelliiWood,0,N/A,2018,SSEO_23,75,,23,,,,greenling,lingcod,130,130,134,,,,,
