Event,DIVE_NO,SECONDS,VESSEL_X,VESSEL_Y,Vessel_heading,VESSEL_PITCH,VESSEL_ROLL,ROV_X,ROV_Y,ROV_Z,ROV_Heading,ROV_CMG,Alt,ROV_pitch
45357,cseo_18,47633,508697.37,6232533,166.5,-1.15,7.45,508694.91,6232507.88,127,148,170.65,2.99,-29.79
45358,cseo_18,47634,508697.48,6232532.63,167.7,1.15,6.88,508694.91,6232507.88,126,148,170.65,3.13,-29.79
45359,cseo_18,47635,508697.68,6232532.08,168.1,2.29,4.01,508694.91,6232507.88,126,149,170.65,3.19,-29.79
45360,cseo_18,47636,508698.3,6232531.71,167.1,0,1.15,508694.91,6232507.88,126,148,170.65,3.33,-30.94
45361,cseo_18,47637,508698.82,6232531.15,167.1,-1.72,0.57,508694.91,6232507.88,126,149,170.65,3.41,-29.79
45362,cseo_18,47638,508698.62,6232530.41,169.1,-1.15,4.01,508694.91,6232507.88,126,149,170.65,3.39,-30.94
45363,cseo_18,47639,508698.41,6232529.67,170.9,1.72,6.88,508695.98,6232503.27,122.9,148,175.07,3.5,-29.22
45364,cseo_18,47640,508698.72,6232529.11,171.8,1.72,6.3,508695.98,6232503.27,126,148,175.07,3.47,-32.09
45365,cseo_18,47641,508699.34,6232528.37,172.2,0,5.16,508695.98,6232503.27,126,149,175.07,3.41,-32.09
45366,cseo_18,47642,508699.45,6232527.81,172.9,1.15,4.01,508695.98,6232503.27,126,149,175.07,3.39,-29.79
45367,cseo_18,47643,508699.24,6232527.26,173.1,2.29,4.01,508695.98,6232503.27,126,148,175.07,3.36,-29.79
45368,cseo_18,47644,508699.55,6232526.33,173.1,-1.72,2.86,508695.98,6232503.27,126,148,175.07,3.36,-29.79
45369,cseo_18,47645,508700.18,6232525.4,174,-3.44,2.86,508695.98,6232503.27,126,148,175.07,3.47,-30.94
45370,cseo_18,47646,508700.38,6232524.66,174.9,1.15,2.86,508695.98,6232503.27,126,148,175.07,3.44,-30.94
45371,cseo_18,47647,508700.59,6232523.74,176.1,2.29,4.58,508696.34,6232501.07,124.2,148,170.83,3.47,-29.79
45372,cseo_18,47648,508700.8,6232522.62,177.6,0.57,6.88,508696.34,6232501.07,126,148,170.83,3.55,-29.79
45373,cseo_18,47649,508700.6,6232521.7,178.8,1.72,8.02,508696.34,6232501.07,126,147,170.83,3.53,-30.94
45374,cseo_18,47650,508700.39,6232520.95,178.2,2.29,6.3,508693.7,6232495.78,126,148,179.61,3.47,-32.09
45375,cseo_18,47651,508700.6,6232520.21,177.7,-1.15,2.86,508693.7,6232495.78,126,148,179.61,3.44,-30.94
45376,cseo_18,47652,508701.22,6232519.28,177.5,-2.29,-0.57,508693.7,6232495.78,126,148,179.61,3.36,-33.23
45377,cseo_18,47653,508701.64,6232518.54,178,-0.57,-1.15,508698.07,6232499.44,126,148,165.64,3.27,-32.09
45378,cseo_18,47654,508701.43,6232517.8,179.1,1.15,3.44,508698.07,6232499.44,126,148,165.64,3.16,-30.94
45379,cseo_18,47655,508701.23,6232516.87,181.2,0.57,9.17,508698.07,6232499.44,126,149,165.64,3.16,-29.79
45380,cseo_18,47656,508701.33,6232516.13,183.1,0.57,10.31,508694.82,6232494.69,126,149,173.16,3.19,-32.09
45381,cseo_18,47657,508701.54,6232515.39,183.5,1.15,7.45,508694.82,6232494.69,127,148,173.16,3.1,-32.09
45382,cseo_18,47658,508701.65,6232514.46,182.6,1.15,4.01,508694.82,6232494.69,127,148,173.16,3.1,-32.09
45383,cseo_18,47659,508701.75,6232513.72,181.4,0.57,0.57,508695.08,6232494.28,124,148,176.53,3.05,-32.09
45384,cseo_18,47660,508701.96,6232512.79,182,-1.15,0,508695.08,6232494.28,126,148,176.53,3.07,-29.79
45385,cseo_18,47661,508702.17,6232512.05,183.9,-2.29,1.72,508695.08,6232494.28,126,148,176.53,3.24,-30.94
45386,cseo_18,47662,508702.17,6232511.31,186.4,0,5.16,508698.41,6232496.4,126,147,164.9,3.24,-30.94
45387,cseo_18,47663,508701.86,6232510.75,187.8,3.44,8.59,508698.41,6232496.4,126,148,164.9,3.22,-30.94
45388,cseo_18,47664,508701.76,6232510.01,188.3,1.15,9.17,508698.41,6232496.4,126,147,164.9,3.36,-30.94
45389,cseo_18,47665,508702.28,6232509.08,188,-2.29,5.16,508693.49,6232490.78,126,147,182.22,3.41,-29.79
45390,cseo_18,47666,508703,6232508.71,187.7,-1.72,-0.57,508693.49,6232490.78,126,146,182.22,3.39,-30.94
45391,cseo_18,47667,508703.21,6232507.79,187.5,-1.15,-0.57,508693.49,6232490.78,126,147,182.22,3.5,-29.79
45392,cseo_18,47668,508702.69,6232507.04,189.2,0,4.58,508693.49,6232490.78,126,147,182.22,3.58,-30.94
45393,cseo_18,47669,508701.87,6232506.12,192.4,2.29,9.74,508693.49,6232490.78,126,147,182.22,3.64,-29.79
45394,cseo_18,47670,508701.46,6232505.37,193.4,1.72,9.17,508695.69,6232489.43,123.6,147,177.73,3.64,-29.79
45395,cseo_18,47671,508701.97,6232504.82,191.5,0,2.86,508695.69,6232489.43,126,147,177.73,3.61,-29.22
45396,cseo_18,47672,508702.91,6232503.89,189,-2.29,-2.86,508695.69,6232489.43,126,148,177.73,3.61,-30.94
45397,cseo_18,47673,508702.91,6232503.15,188.3,-2.86,-1.72,508699.02,6232493.07,126,148,163.42,3.64,-30.94
45398,cseo_18,47674,508702.08,6232502.41,189.1,-1.15,5.16,508699.02,6232493.07,126,149,163.42,3.98,-29.79
45399,cseo_18,47675,508701.36,6232501.48,191.2,1.72,10.31,508697.16,6232487.99,123.6,147,176.49,4.23,-29.79
45400,cseo_18,47676,508701.05,6232500.73,191.8,2.86,10.31,508697.16,6232487.99,126,145,176.49,4.32,-29.22
45401,cseo_18,47677,508701.16,6232499.81,189.7,-1.15,6.3,508697.16,6232487.99,126,145,176.49,4.35,-29.79
45402,cseo_18,47678,508701.37,6232498.88,186.6,-4.01,0.57,508698.77,6232489.67,123.6,146,140.18,4.35,-30.94
45403,cseo_18,47679,508701.68,6232498.32,184.4,-3.44,-2.29,508698.77,6232489.67,126,145,140.18,4.46,-29.22
45404,cseo_18,47680,508701.58,6232497.21,184.2,-2.29,0,508698.77,6232489.67,126,145,140.18,4.6,-30.94
45405,cseo_18,47681,508700.96,6232496.1,185.5,-0.57,5.73,508699.78,6232490.04,123.6,146,169.99,4.52,-29.79
45406,cseo_18,47682,508700.44,6232495.35,186.1,1.15,9.74,508699.78,6232490.04,126,145,169.99,4.57,-28.07
45407,cseo_18,47683,508700.03,6232494.42,186.3,-0.57,10.89,508699.78,6232490.04,126,145,169.99,4.57,-28.07
45408,cseo_18,47684,508699.93,6232493.68,185.9,-2.29,6.3,508698.04,6232484.23,123.6,145,163.09,4.6,-29.22
45409,cseo_18,47685,508700.55,6232493.13,181.4,-3.44,-1.72,508698.04,6232484.23,126,146,163.09,4.4,-30.94
45410,cseo_18,47686,508701.38,6232492.39,179.7,-4.58,-5.16,508698.04,6232484.23,126,146,163.09,4.35,-32.09
45411,cseo_18,47688,508701.38,6232491.09,181,-4.01,-0.57,508702.3,6232492.56,123.6,146,102.69,4.2,-30.94
45412,cseo_18,47689,508700.14,6232490.34,183.3,0.57,8.02,508702.3,6232492.56,126,148,102.69,4.18,-29.79
45413,cseo_18,47690,508699.42,6232489.79,184.5,2.29,11.46,508702.3,6232492.56,126,148,102.69,4.15,-29.79
45414,cseo_18,47691,508699.73,6232489.04,184.3,-2.29,9.17,508702.3,6232492.56,126,148,102.69,4.32,-32.09
45415,cseo_18,47692,508700.36,6232488.49,183,-4.58,2.29,508702.3,6232492.56,126,148,102.69,4.2,-32.09
45416,cseo_18,47693,508701.08,6232487.93,182,-3.44,-2.29,508702.41,6232485.08,123.3,148,160.5,4.4,-32.09
45417,cseo_18,47694,508701.39,6232487.38,180.7,-2.29,-2.29,508702.41,6232485.08,126,148,160.5,4.4,-29.79
45418,cseo_18,47695,508701.08,6232486.45,182.1,-2.29,4.01,508702.41,6232485.08,126,148,160.5,4.29,-29.22
45419,cseo_18,47696,508700.36,6232485.52,185.6,-1.15,10.31,508701.23,6232482.29,126,147,137.73,4.37,-29.22
45420,cseo_18,47697,508699.85,6232484.96,186.1,0.57,10.89,508701.23,6232482.29,126,147,137.73,4.37,-29.22
45421,cseo_18,47698,508700.36,6232484.41,184.1,-0.57,4.01,508701.23,6232482.29,126,147,137.73,4.37,-30.94
45422,cseo_18,47699,508701.5,6232483.85,182.7,-2.86,-3.44,508700.27,6232481.27,123.3,146,150.64,4.4,-32.09
45423,cseo_18,47700,508702.12,6232483.3,183.1,-4.58,-4.01,508700.27,6232481.27,126,147,150.64,4.4,-30.94
45424,cseo_18,47701,508701.81,6232482.74,185.2,-4.01,2.86,508700.27,6232481.27,126,148,150.64,4.49,-30.94
45425,cseo_18,47702,508700.78,6232482,189.3,-0.57,10.89,508703.13,6232480.35,123.6,147,162.14,4.83,-29.79
45426,cseo_18,47703,508700.16,6232481.44,190.7,1.72,12.61,508703.13,6232480.35,126,147,162.14,4.66,-26.93
45427,cseo_18,47704,508700.89,6232480.51,190.6,-1.72,6.3,508703.13,6232480.35,126,148,162.14,4.71,-29.79
45428,cseo_18,47705,508701.92,6232479.59,189.3,-2.86,-2.29,508701.23,6232474.93,123.6,150,162.58,4.43,-29.79
45429,cseo_18,47706,508702.44,6232479.03,187.8,-0.57,-4.58,508701.23,6232474.93,126,151,162.58,4.15,-30.94
45430,cseo_18,47707,508702.13,6232478.29,189.1,-1.72,1.15,508701.23,6232474.93,126,152,162.58,3.89,-29.79
45431,cseo_18,47708,508701.62,6232477.36,192.5,-1.72,8.02,508701.23,6232474.93,126,152,162.58,3.89,-29.79
45432,cseo_18,47709,508701,6232476.8,194.8,1.72,11.46,508701.23,6232474.93,126,152,162.58,3.92,-30.94
45433,cseo_18,47710,508700.79,6232476.06,194.3,1.15,8.59,508701.23,6232474.93,126,152,162.58,3.92,-30.94
45434,cseo_18,47711,508701.31,6232474.95,192.4,-2.86,2.29,508701.23,6232474.93,126,153,162.58,3.81,-33.8
45435,cseo_18,47712,508701.83,6232474.02,191.6,-3.44,-2.86,508701.23,6232474.93,126,153,162.58,3.58,-33.23
45436,cseo_18,47713,508701.73,6232473.47,191.5,0,-2.86,508704.34,6232475.77,123.7,154,158.12,3.72,-33.23
45437,cseo_18,47714,508701.42,6232472.91,192.9,0.57,3.44,508704.34,6232475.77,126,154,158.12,3.55,-30.94
45438,cseo_18,47715,508701.11,6232471.98,196.4,-1.72,9.17,508704.34,6232475.77,126,155,158.12,3.41,-30.94
45439,cseo_18,47716,508701.01,6232471.42,198.2,-0.57,10.89,508701.98,6232469.38,126,156,173.52,3.44,-32.09
45440,cseo_18,47717,508701.11,6232470.87,196.9,1.15,8.02,508701.98,6232469.38,126,157,173.52,3.24,-33.23
45441,cseo_18,47718,508701.32,6232469.94,195.7,-2.29,3.44,508701.98,6232469.38,126,157,173.52,3.36,-33.23
45442,cseo_18,47719,508701.43,6232468.64,195.9,-4.58,-0.57,508701.98,6232469.38,126,158,173.52,3.47,-30.94
45443,cseo_18,47720,508701.22,6232467.9,196,0,-1.15,508701.98,6232469.38,126,158,173.52,3.47,-30.94
45444,cseo_18,47721,508700.6,6232467.53,197.1,4.01,2.86,508701.98,6232469.38,126,157,173.52,3.67,-29.79
45445,cseo_18,47722,508700.3,6232466.79,199.1,1.15,6.88,508701.98,6232469.38,126,157,173.52,3.67,-29.79
45446,cseo_18,47723,508700.4,6232466.23,200,-3.44,7.45,508701.98,6232469.38,126,158,173.52,3.55,-29.22
45447,cseo_18,47724,508700.92,6232465.67,200.4,-2.86,4.58,508701.98,6232469.38,126,159,173.52,3.53,-30.94
45448,cseo_18,47725,508701.33,6232464.93,201,-0.57,2.29,508703.63,6232465.85,124.6,160,162.89,3.33,-30.94
45449,cseo_18,47726,508701.02,6232464,201.9,-0.57,4.01,508703.63,6232465.85,126,159,162.89,3.1,-33.23
45450,cseo_18,47727,508700.41,6232463.26,203,1.15,6.3,508703.63,6232465.85,126,160,162.89,3.19,-33.23
45451,cseo_18,47728,508700.2,6232462.7,203.5,2.86,5.16,508700.56,6232464.35,123.8,160,182.9,3.07,-32.09
45452,cseo_18,47729,508700.41,6232461.96,203.7,1.15,2.86,508700.56,6232464.35,126,160,182.9,2.85,-32.09
45453,cseo_18,47730,508700.41,6232461.04,203.8,-2.29,2.29,508700.56,6232464.35,126,161,182.9,2.9,-32.09
45454,cseo_18,47731,508700.1,6232460.48,203.9,-2.86,2.86,508700.56,6232464.35,126,161,182.9,2.96,-30.94
45455,cseo_18,47732,508699.9,6232459.74,204.9,-0.57,3.44,508700.56,6232464.35,126,161,182.9,3.1,-29.79
45456,cseo_18,47733,508699.59,6232458.99,205.4,1.72,4.58,508702.19,6232462.86,126,162,180.01,3.24,-29.79
45457,cseo_18,47734,508699.18,6232458.06,205.1,1.15,5.73,508702.19,6232462.86,126,161,180.01,3.22,-29.79
45458,cseo_18,47735,508698.97,6232457.14,205.2,-1.72,5.73,508702.19,6232462.86,126,161,180.01,3.22,-29.79
45459,cseo_18,47736,508698.66,6232456.39,205.4,-1.72,4.58,508701.57,6232460.52,124.2,161,178.53,3.3,-28.07
45460,cseo_18,47737,508698.36,6232455.47,204.9,0.57,2.86,508701.57,6232460.52,126,161,178.53,3.41,-29.22
45461,cseo_18,47738,508698.15,6232454.72,204.3,0.57,2.29,508701.57,6232460.52,126,160,178.53,3.47,-29.22
45462,cseo_18,47739,508697.95,6232453.8,204,-1.72,2.86,508701.67,6232461.74,124.2,160,175.34,3.67,-29.79
45463,cseo_18,47740,508697.64,6232453.05,204.2,-0.57,4.58,508701.67,6232461.74,126,160,175.34,3.75,-29.79
45464,cseo_18,47741,508697.43,6232452.5,204.8,2.29,5.16,508701.67,6232461.74,126,160,175.34,3.75,-29.22
45465,cseo_18,47742,508697.23,6232451.57,205.7,-1.15,5.73,508700.91,6232460.3,124,160,185.43,3.84,-30.94
45466,cseo_18,47743,508697.13,6232450.64,206.2,-2.29,4.58,508700.91,6232460.3,126,159,185.43,3.61,-30.94
45467,cseo_18,47744,508697.02,6232450.27,206,1.15,3.44,508700.91,6232460.3,126,158,185.43,3.61,-33.23
45468,cseo_18,47745,508696.72,6232449.53,206.2,1.15,3.44,508701.72,6232458.61,126,159,177.78,3.47,-33.8
45469,cseo_18,47746,508696.2,6232448.78,207.1,-1.72,5.16,508701.72,6232458.61,126,160,177.78,3.41,-34.95
45470,cseo_18,47747,508695.89,6232448.23,207.6,-1.15,5.16,508701.72,6232458.61,126,161,177.78,3.22,-33.23
45471,cseo_18,47748,508695.79,6232447.67,207.1,0.57,4.01,508702.12,6232455.38,124.3,161,185.84,3.22,-33.23
45472,cseo_18,47749,508695.89,6232446.93,206.2,-0.57,2.29,508702.12,6232455.38,126,162,185.84,3.13,-32.09
45473,cseo_18,47750,508695.9,6232446,206.6,-2.29,2.86,508702.12,6232455.38,126,163,185.84,3.07,-32.09
45474,cseo_18,47751,508695.69,6232445.44,207.3,-0.57,4.01,508703.95,6232455.56,124.1,163,171.69,2.93,-30.94
45475,cseo_18,47752,508695.28,6232444.89,207.5,1.15,6.88,508703.95,6232455.56,126,161,171.69,3.16,-30.94
45476,cseo_18,47753,508694.87,6232444.14,208.3,0,8.02,508703.95,6232455.56,126,161,171.69,3.36,-29.79
45477,cseo_18,47754,508694.66,6232443.59,208.5,0,5.73,508703.95,6232455.56,126,161,171.69,3.39,-28.07
45478,cseo_18,47755,508694.66,6232443.22,207.2,0,2.29,508703.95,6232455.56,126,160,171.69,3.55,-29.79
45479,cseo_18,47756,508694.77,6232442.66,206,-1.72,0,508702.24,6232454.74,126,160,187.19,3.33,-29.79
45480,cseo_18,47757,508694.56,6232442.1,204.6,-2.86,1.72,508702.24,6232454.74,126,160,187.19,3.39,-30.94
45481,cseo_18,47758,508694.46,6232441.55,204.7,-1.15,4.01,508702.24,6232454.74,126,160,187.19,3.27,-30.94
45482,cseo_18,47760,508694.36,6232441.17,205.8,1.72,5.73,508704.29,6232452.58,126,159,162.45,3.19,-32.09
45483,cseo_18,47761,508693.84,6232440.62,206,0.57,8.02,508704.29,6232452.58,126,161,162.45,3.22,-33.23
45484,cseo_18,47762,508693.43,6232439.87,205.1,-2.86,7.45,508704.29,6232452.58,126,161,162.45,3.22,-33.23
45485,cseo_18,47763,508693.12,6232439.13,203.9,-2.86,4.01,508704.29,6232452.58,126,162,162.45,3.24,-32.09
45486,cseo_18,47764,508693.33,6232438.39,200.8,-1.15,-1.15,508704.29,6232452.58,126,164,162.45,3.16,-29.79
45487,cseo_18,47765,508693.33,6232437.46,199.3,0.57,-1.72,508704.29,6232452.58,126,165,162.45,3.16,-29.79
45488,cseo_18,47766,508692.61,6232436.9,198.9,0,3.44,508704.29,6232452.58,126,167,162.45,3.19,-29.22
45489,cseo_18,47767,508691.58,6232436.35,199.4,-1.72,9.17,508704.29,6232452.58,126,168,162.45,3.19,-30.94
45490,cseo_18,47768,508691.47,6232435.79,198.6,-1.15,7.45,508704.29,6232452.58,126,168,162.45,3.33,-30.94
45491,cseo_18,47769,508692.1,6232435.23,196.4,-1.72,2.29,508704.29,6232452.58,126,168,162.45,3.27,-33.8
45492,cseo_18,47770,508692.3,6232434.31,193.4,-3.44,0.57,508704.29,6232452.58,126,168,162.45,3.07,-34.95
45493,cseo_18,47771,508691.69,6232433.56,193.1,-3.44,3.44,508704.29,6232452.58,126,170,162.45,3.1,-36.1
45494,cseo_18,47772,508690.96,6232433,193.2,0.57,6.3,508704.4,6232448.49,123.3,169,171.24,3.33,-33.23
45495,cseo_18,47773,508690.55,6232432.45,193,0.57,6.88,508704.4,6232448.49,126,167,171.24,3.44,-30.94
45496,cseo_18,47774,508690.55,6232431.71,190.8,-3.44,4.58,508704.4,6232448.49,126,168,171.24,3.36,-30.94
45497,cseo_18,47775,508691.07,6232431.15,188.9,-4.01,0.57,508704.37,6232448.68,123.7,168,166.84,3.36,-30.94
45498,cseo_18,47776,508691.07,6232430.96,187.7,-1.15,0,508704.37,6232448.68,126,169,166.84,3.39,-32.09
45499,cseo_18,47777,508690.56,6232430.41,187.7,-2.29,4.01,508704.37,6232448.68,126,169,166.84,3.5,-32.09
45500,cseo_18,47778,508690.04,6232429.85,187.6,-4.01,7.45,508704.32,6232446.67,123.4,168,170.04,3.55,-29.22
45501,cseo_18,47779,508689.73,6232429.29,187.3,-2.29,7.45,508704.32,6232446.67,126,168,170.04,3.7,-29.79
45502,cseo_18,47780,508689.53,6232428.92,186.4,0.57,5.16,508704.32,6232446.67,126,169,170.04,3.5,-29.79
45503,cseo_18,47781,508689.63,6232428.36,184.7,-1.72,1.72,508701.4,6232446.09,123.2,170,177.79,3.53,-32.09
45504,cseo_18,47782,508689.94,6232427.99,182.7,-4.58,-0.57,508701.4,6232446.09,126,170,177.79,3.33,-32.09
45505,cseo_18,47783,508690.15,6232427.81,180.7,-2.86,-1.15,508701.4,6232446.09,126,171,177.79,3.33,-32.09
45506,cseo_18,47784,508689.94,6232427.81,180.3,-1.15,2.86,508703.67,6232449.61,123,171,168.07,3.13,-33.23
45507,cseo_18,47785,508689.43,6232427.25,181.1,-2.86,8.59,508703.67,6232449.61,126,171,168.07,3.13,-32.09
45508,cseo_18,47786,508688.7,6232426.88,180.7,-3.44,11.46,508703.67,6232449.61,126,170,168.07,3.19,-33.23
45509,cseo_18,47787,508688.5,6232426.69,179.2,-1.15,7.45,508703.11,6232438.71,126,170,176.49,3.02,-33.23
45510,cseo_18,47788,508688.81,6232426.32,176.2,-1.72,0,508703.11,6232438.71,126,170,176.49,3.02,-33.23
45511,cseo_18,47789,508689.22,6232425.95,172.9,-5.16,-3.44,508703.11,6232438.71,126,169,176.49,3.1,-33.23
45512,cseo_18,47790,508689.12,6232425.77,171.6,-4.58,-1.72,508701.38,6232447.61,122.3,169,196.96,3.19,-32.09
45513,cseo_18,47791,508688.6,6232425.58,172.4,-1.15,3.44,508701.38,6232447.61,126,169,196.96,3.55,-30.94
45514,cseo_18,47792,508688.19,6232425.02,174,-1.15,9.17,508701.38,6232447.61,126,169,196.96,3.55,-26.93
45515,cseo_18,47793,508687.78,6232424.65,173.7,-2.29,10.89,508701.47,6232436.67,124.1,169,182.16,3.55,-26.93
45516,cseo_18,47794,508687.98,6232424.47,171.5,-3.44,5.73,508701.47,6232436.67,126,169,182.16,3.53,-28.07
45517,cseo_18,47795,508688.5,6232424.1,169.7,-5.16,-0.57,508701.47,6232436.67,126,170,182.16,3.61,-29.22
45518,cseo_18,47796,508688.4,6232423.54,168.5,-2.86,-1.72,508701.47,6232436.67,126,171,182.16,3.61,-28.07
45519,cseo_18,47797,508688.09,6232423.17,168.1,-1.15,0.57,508701.47,6232436.67,126,171,182.16,3.47,-26.93
45520,cseo_18,47798,508687.78,6232422.61,168.5,-1.72,5.16,508701.47,6232436.67,126,170,182.16,3.47,-25.78
45521,cseo_18,47799,508687.68,6232422.42,169.1,-1.72,8.02,508701.47,6232436.67,126,171,182.16,3.16,-26.93
45522,cseo_18,47800,508687.68,6232422.05,170,-1.15,7.45,508701.47,6232436.67,126,171,182.16,3.16,-26.93
45523,cseo_18,47801,508687.89,6232421.68,169.5,-2.86,4.01,508701.32,6232433.73,123.8,170,188.49,3.39,-28.07
45524,cseo_18,47802,508688.4,6232421.5,168,-2.86,0,508701.32,6232433.73,126,171,188.49,3.61,-28.07
45525,cseo_18,47803,508688.51,6232421.31,165.9,-0.57,-1.15,508701.32,6232433.73,126,171,188.49,3.61,-29.22
45526,cseo_18,47804,508688.2,6232420.57,164.9,-1.72,3.44,508701.32,6232433.73,126,171,188.49,3.64,-32.09
45527,cseo_18,47805,508687.58,6232419.64,165.5,-2.86,8.02,508701.32,6232433.73,126,171,188.49,3.58,-29.79
45528,cseo_18,47806,508687.38,6232419.08,166.1,-0.57,8.02,508701.32,6232433.73,125,170,188.49,3.64,-30.94
45529,cseo_18,47807,508687.48,6232418.71,165.1,0,5.16,508701.32,6232433.73,125,171,188.49,3.58,-33.23
45530,cseo_18,47808,508688.1,6232417.97,163.1,-3.44,1.72,508701.32,6232433.73,125,172,188.49,3.64,-30.94
45531,cseo_18,47809,508688.62,6232417.42,161.5,-3.44,-0.57,508700.32,6232432.3,125,172,194.03,3.7,-30.94
45532,cseo_18,47810,508688.31,6232416.49,161.2,-0.57,2.86,508700.32,6232432.3,125,172,194.03,3.72,-28.07
45533,cseo_18,47811,508687.8,6232415.38,162.3,-0.57,8.02,508700.32,6232432.3,126,173,194.03,3.7,-29.22
45534,cseo_18,47812,508687.8,6232414.63,162.1,-1.15,7.45,508700.32,6232432.3,126,174,194.03,3.36,-29.22
45535,cseo_18,47813,508688.31,6232414.63,160.1,-0.57,2.86,508701.01,6232429.2,124.2,174,189.58,3.36,-29.22
45536,cseo_18,47814,508688.83,6232414.08,158.3,-2.29,0.57,508701.01,6232429.2,125,172,189.58,3.24,-30.94
45537,cseo_18,47815,508688.73,6232413.34,157.7,-4.01,2.86,508701.01,6232429.2,126,170,189.58,3.02,-33.23
45538,cseo_18,47816,508688.42,6232412.59,158,-2.29,5.73,508701.29,6232430.34,123.3,170,190.35,2.93,-32.09
45539,cseo_18,47817,508688.32,6232411.85,158.3,-0.57,6.88,508701.29,6232430.34,125,168,190.35,2.68,-29.22
45540,cseo_18,47818,508688.53,6232411.11,158.3,0.57,5.73,508701.29,6232430.34,125,168,190.35,2.62,-29.22
45541,cseo_18,47819,508688.84,6232410.74,157.5,-0.57,2.86,508699.1,6232426.67,123.3,170,186.77,3.3,-29.22
45542,cseo_18,47820,508689.36,6232410.37,155.9,-4.01,0.57,508699.1,6232426.67,125,172,186.77,3.33,-28.07
45543,cseo_18,47821,508689.77,6232410,155.7,-4.01,1.72,508699.1,6232426.67,125,172,186.77,3.53,-28.07
45544,cseo_18,47822,508689.67,6232409.26,156.8,-0.57,4.58,508700.82,6232429.01,123.2,171,187.92,3.5,-26.93
45545,cseo_18,47823,508689.36,6232408.52,158.1,1.72,8.02,508700.82,6232429.01,125,170,187.92,3.64,-26.93
45546,cseo_18,47824,508689.26,6232407.96,158.3,0.57,8.02,508700.82,6232429.01,125,170,187.92,3.72,-28.07
45547,cseo_18,47825,508689.78,6232407.59,157.5,-3.44,4.58,508700.23,6232423.57,125,168,190.84,3.92,-29.79
45548,cseo_18,47826,508690.29,6232407.22,156.8,-4.58,1.15,508700.23,6232423.57,125,168,190.84,3.92,-29.79
45549,cseo_18,47827,508690.29,6232406.85,157.4,-1.15,1.15,508700.23,6232423.57,125,169,190.84,4.04,-29.22
45550,cseo_18,47828,508690.3,6232406.11,157.8,0.57,4.01,508700.23,6232423.57,125,169,190.84,3.87,-29.22
45551,cseo_18,47829,508690.5,6232405.18,158.9,-1.15,7.45,508700.23,6232423.57,125,169,190.84,3.7,-29.79
45552,cseo_18,47830,508690.71,6232404.62,160.1,0,7.45,508700.23,6232423.57,125,169,190.84,3.44,-28.07
45553,cseo_18,47832,508690.71,6232404.25,160.5,2.86,5.73,508700.23,6232423.57,125,169,190.84,3.41,-28.07
45554,cseo_18,47833,508691.02,6232403.7,159.9,-0.57,2.86,508700.23,6232423.57,124,168,190.84,3.67,-26.93
45555,cseo_18,47834,508691.44,6232403.14,159.5,-2.86,1.15,508698.77,6232422.54,122.7,169,185.96,4.09,-28.07
45556,cseo_18,47835,508691.44,6232402.58,159.7,-1.15,1.72,508698.77,6232422.54,124,169,185.96,4.15,-25.21
45557,cseo_18,47836,508691.75,6232402.03,160.8,-0.57,3.44,508698.77,6232422.54,124,168,185.96,4.04,-28.07
45558,cseo_18,47837,508692.16,6232401.29,161.6,-0.57,5.73,508698.77,6232422.54,124,168,185.96,4.8,-29.79
45559,cseo_18,47838,508692.27,6232400.36,162.2,1.15,8.02,508698.77,6232422.54,124,168,185.96,4.71,-29.22
45560,cseo_18,47839,508692.27,6232399.62,162.1,1.72,8.02,508698.77,6232422.54,124,169,185.96,4.57,-32.09
45561,cseo_18,47840,508692.69,6232399.06,161.7,0.57,5.16,508698.77,6232422.54,124,169,185.96,4.57,-32.09
45562,cseo_18,47841,508693,6232398.32,161.8,-1.15,2.29,508698.77,6232422.54,124,170,185.96,4.35,-30.94
45563,cseo_18,47842,508693,6232397.58,161.9,-2.29,1.72,508698.05,6232419.32,122.9,168,191.12,4.15,-33.23
45564,cseo_18,47843,508693,6232396.84,161.8,-1.15,2.29,508698.05,6232419.32,124,168,191.12,4.06,-32.09
45565,cseo_18,47844,508693.41,6232396.28,162.1,0,3.44,508698.05,6232419.32,124,168,191.12,4.01,-30.94
45566,cseo_18,47845,508693.83,6232395.54,163,0.57,5.16,508698.05,6232419.32,124,168,191.12,4.32,-30.94
45567,cseo_18,47846,508693.83,6232394.8,165.4,1.15,7.45,508698.05,6232419.32,124,168,191.12,4.35,-28.07
