Event,DIVE_NO,ALDT,Seconds,VESSEL_X,VESSEL_Y,Vessel_heading,VESSEL_PITCH,VESSEL_ROLL,ROV_X,ROV_Y,ROV_Z,ROV_Heading,ROV_CMG,Alt,ROV_pitch
34549,nseo_17,9:54:00 AM,35640,413302.78,6403209.42,21.8,-5.73,4.01,413296.88,6403222.5,71,41,,5.05,-30.94
34550,nseo_17,9:54:01 AM,35641,413303.38,6403209.6,20.6,-5.16,5.73,413296.88,6403222.5,71,43,,6.41,-33.8
34551,nseo_17,9:54:02 AM,35642,413303.58,6403209.41,19.7,0,4.58,413296.92,6403225.08,69.7,42,,6.66,-34.95
34552,nseo_17,9:54:03 AM,35643,413303.68,6403209.59,19.3,1.72,2.29,413296.92,6403225.08,71,41,,6.49,-34.95
34553,nseo_17,9:54:04 AM,35644,413304.08,6403209.77,18.6,-2.29,2.86,413296.92,6403225.08,71,42,,6.13,-37.24
34554,nseo_17,9:54:05 AM,35645,413304.48,6403209.76,17.4,-5.73,4.01,413298.61,6403224.32,69.4,43,,5.9,-37.24
34555,nseo_17,9:54:06 AM,35646,413305.07,6403209.56,16.2,-4.01,4.58,413298.61,6403224.32,72,44,,5.5,-36.1
34556,nseo_17,9:54:07 AM,35647,413305.66,6403209.55,15.4,-2.29,4.58,413298.61,6403224.32,72,44,,5.48,-36.1
34557,nseo_17,9:54:08 AM,35648,413305.97,6403209.91,14.1,-1.15,2.86,413298.61,6403224.32,72,43,,5.14,-36.1
34558,nseo_17,9:54:09 AM,35649,413306.08,6403210.28,12.7,-0.57,0.57,413298.61,6403224.32,72,43,,4.6,-37.24
34559,nseo_17,9:54:10 AM,35650,413306.18,6403210.47,12.4,-2.86,1.72,413298.61,6403224.32,72,43,,3.84,-37.24
34560,nseo_17,9:54:11 AM,35651,413306.67,6403210.45,12.2,-2.86,4.58,413298.61,6403224.32,72,41,,3.55,-37.24
34561,nseo_17,9:54:12 AM,35652,413307.16,6403210.07,12,-0.57,5.73,413298.61,6403224.32,72,41,,3.55,-37.24
34562,nseo_17,9:54:13 AM,35653,413307.65,6403209.88,11.1,-1.72,6.88,413301.99,6403228.71,70,41,,3.7,-37.24
34563,nseo_17,9:54:14 AM,35654,413308.35,6403210.05,9.2,-5.16,7.45,413301.99,6403228.71,72,41,,3.72,-37.24
34564,nseo_17,9:54:15 AM,35655,413308.56,6403210.41,7,-5.73,3.44,413301.99,6403228.71,72,40,,3.67,-36.1
34565,nseo_17,9:54:16 AM,35656,413308.46,6403210.6,5.3,-2.29,-1.15,413301.4,6403230.36,72,41,,3.64,-36.1
34566,nseo_17,9:54:17 AM,35657,413308.67,6403210.97,3.9,0,-1.72,413301.4,6403230.36,73,41,,4.52,-36.1
34567,nseo_17,9:54:18 AM,35658,413309.27,6403211.14,3.9,0,2.29,413301.4,6403230.36,73,40,,4.46,-37.24
34568,nseo_17,9:54:19 AM,35659,413309.97,6403211.31,4.4,-2.86,6.88,413303.81,6403229.21,73,40,,4.2,-37.24
34569,nseo_17,9:54:20 AM,35660,413310.27,6403211.49,3.9,-4.01,8.59,413303.81,6403229.21,73,40,,4.18,-33.8
34570,nseo_17,9:54:21 AM,35661,413310.47,6403211.49,2.7,-2.86,6.88,413303.81,6403229.21,73,39,,4.6,-34.95
34571,nseo_17,9:54:22 AM,35662,413310.86,6403211.48,0.7,-0.57,4.01,413304.03,6403233.13,73,39,,4.43,-33.23
34572,nseo_17,9:54:23 AM,35663,413311.06,6403211.47,359.3,-1.15,1.72,413304.03,6403233.13,73,41,,4.18,-36.1
34573,nseo_17,9:54:24 AM,35664,413311.46,6403211.65,358.2,-4.58,1.72,413304.03,6403233.13,73,40,,4.09,-36.1
34574,nseo_17,9:54:25 AM,35665,413311.86,6403211.83,356.8,-5.16,2.86,413304.03,6403233.13,73,40,,4.09,-36.1
34575,nseo_17,9:54:26 AM,35666,413312.46,6403212.19,355.7,-2.86,5.16,413304.03,6403233.13,73,40,,3.78,-34.95
34576,nseo_17,9:54:27 AM,35667,413313.06,6403212.36,355.9,1.72,5.73,413304.03,6403233.13,73,40,,3.61,-36.1
34577,nseo_17,9:54:28 AM,35668,413313.17,6403212.54,356.2,1.72,4.58,413307.48,6403235.42,73,41,,4.49,-38.96
34578,nseo_17,9:54:29 AM,35669,413312.78,6403213.11,355.5,-5.73,2.86,413307.48,6403235.42,73,43,,5.14,-37.24
34579,nseo_17,9:54:30 AM,35670,413312.59,6403213.3,354.5,-6.3,2.29,413307.48,6403235.42,73,44,,5.31,-34.95
34580,nseo_17,9:54:31 AM,35671,413313.18,6403213.1,353.9,0.57,3.44,413304.51,6403235.8,73,44,,5.05,-34.95
34581,nseo_17,9:54:32 AM,35672,413313.88,6403213.64,354.3,1.72,6.3,413304.51,6403235.8,73,45,,4.77,-36.1
34582,nseo_17,9:54:33 AM,35673,413314.39,6403214.19,354.1,-2.29,7.45,413304.51,6403235.8,73,44,,4.46,-33.8
34583,nseo_17,9:54:34 AM,35674,413314.5,6403214.56,352.8,-4.01,4.58,413304.51,6403235.8,73,43,,4.04,-36.1
34584,nseo_17,9:54:35 AM,35675,413314.4,6403214.56,351.5,-1.72,0.57,413304.51,6403235.8,74,41,,4.97,-33.8
34585,nseo_17,9:54:36 AM,35676,413314.41,6403214.93,350.6,-1.72,0.57,413304.51,6403235.8,74,41,,6.15,-34.95
34586,nseo_17,9:54:37 AM,35677,413314.82,6403215.48,350.3,-1.72,2.86,413304.51,6403235.8,74,41,,6.15,-34.95
34587,nseo_17,9:54:38 AM,35678,413315.41,6403215.46,350.5,1.15,5.73,413304.51,6403235.8,74,41,,5.87,-33.8
34588,nseo_17,9:54:39 AM,35679,413315.71,6403215.64,350.9,0,6.88,413304.51,6403235.8,74,40,,5.45,-33.8
34589,nseo_17,9:54:40 AM,35680,413315.52,6403216.02,350.1,-4.01,5.73,413304.51,6403235.8,74,41,,5.22,-34.95
34590,nseo_17,9:54:41 AM,35681,413315.32,6403215.65,348.4,-1.72,2.29,413304.51,6403235.8,74,41,,5.05,-32.09
34591,nseo_17,9:54:42 AM,35682,413315.52,6403215.65,347.8,0.57,2.29,413304.51,6403235.8,74,41,,5.11,-32.09
34592,nseo_17,9:54:43 AM,35683,413316.43,6403216.56,347.1,-3.44,7.45,413304.51,6403235.8,74,41,,4.77,-32.09
34593,nseo_17,9:54:44 AM,35684,413317.24,6403217.28,345.2,-3.44,9.17,413304.51,6403235.8,74,40,,6.44,-33.8
34594,nseo_17,9:54:45 AM,35685,413317.54,6403217.46,344.7,1.72,5.16,413304.51,6403235.8,74,40,,7.28,-34.95
34595,nseo_17,9:54:46 AM,35686,413317.34,6403217.46,343.9,1.15,0.57,413304.51,6403235.8,74,39,,6.83,-37.24
34596,nseo_17,9:54:47 AM,35687,413316.95,6403217.66,341.7,-4.58,-1.15,413304.51,6403235.8,74,40,,6.32,-37.82
34597,nseo_17,9:54:48 AM,35688,413316.85,6403217.85,340.5,-5.16,1.15,413304.51,6403235.8,74,39,,5.96,-37.24
34598,nseo_17,9:54:50 AM,35690,413317.55,6403218.2,341.8,0,6.88,413304.51,6403235.8,75,41,,5.9,-37.82
34599,nseo_17,9:54:51 AM,35691,413318.56,6403218.92,343.3,1.72,12.03,413312.47,6403242.81,72.3,41,,5.9,-37.82
34600,nseo_17,9:54:52 AM,35692,413318.97,6403219.47,342.7,0,10.31,413312.47,6403242.81,75,42,,6.38,-37.82
34601,nseo_17,9:54:53 AM,35693,413318.77,6403219.47,339.6,-1.72,3.44,413312.47,6403242.81,75,42,,6.04,-37.82
34602,nseo_17,9:54:54 AM,35694,413318.37,6403219.3,336.8,-2.29,-4.01,413312.47,6403242.81,75,41,,5.45,-38.96
34603,nseo_17,9:54:55 AM,35695,413318.17,6403219.12,336.1,-2.29,-4.58,413312.47,6403242.81,75,41,,4.91,-38.96
34604,nseo_17,9:54:56 AM,35696,413318.67,6403219.48,337.5,-1.72,3.44,413312.47,6403242.81,75,40,,5.98,-37.82
34605,nseo_17,9:54:57 AM,35697,413319.68,6403220.01,339.1,-0.57,12.61,413312.47,6403242.81,76,39,,8.84,-37.82
34606,nseo_17,9:54:58 AM,35698,413320.68,6403220.55,339.4,0.57,16.04,413315.21,6403248.64,73.5,39,,8.61,-37.82
34607,nseo_17,9:54:59 AM,35699,413320.79,6403220.92,337.2,-1.72,10.31,413315.21,6403248.64,76,38,,8.53,-36.1
34608,nseo_17,9:55:00 AM,35700,413320.09,6403220.93,334,-2.86,0,413315.21,6403248.64,76,39,,8.44,-34.95
34609,nseo_17,9:55:01 AM,35701,413319.39,6403220.76,331.5,-0.57,-6.3,413314.24,6403245.84,76,40,,8.16,-37.24
34610,nseo_17,9:55:02 AM,35702,413319.49,6403220.76,331.7,0.57,-2.86,413314.24,6403245.84,76,41,,7.85,-37.24
34611,nseo_17,9:55:03 AM,35703,413320.4,6403221.48,333.3,-1.15,8.02,413314.24,6403245.84,76,44,,7.34,-34.95
34612,nseo_17,9:55:04 AM,35704,413321.52,6403222.76,334.3,-2.29,16.62,413316.64,6403249.29,74.7,44,,7.34,-34.95
34613,nseo_17,9:55:05 AM,35705,413322.23,6403223.48,332.4,-1.15,14.32,413316.64,6403249.29,76,43,,7.31,-33.23
34614,nseo_17,9:55:06 AM,35706,413321.64,6403223.5,328.6,-0.57,3.44,413316.64,6403249.29,76,41,,7.48,-33.23
34615,nseo_17,9:55:07 AM,35707,413320.33,6403222.97,325.9,-1.15,-6.88,413316.64,6403249.29,76,41,,7.03,-33.8
34616,nseo_17,9:55:08 AM,35708,413319.84,6403222.98,326.1,-3.44,-5.16,413316.64,6403249.29,76,42,,6.52,-36.1
34617,nseo_17,9:55:09 AM,35709,413320.45,6403223.89,328.1,-4.01,5.73,413316.64,6403249.29,77,41,,6.07,-34.95
34618,nseo_17,9:55:10 AM,35710,413321.57,6403224.98,329.8,-0.57,14.32,413316.64,6403249.29,77,40,,5.59,-33.8
34619,nseo_17,9:55:11 AM,35711,413321.78,6403225.54,330.1,1.15,13.18,413316.64,6403249.29,77,39,,5,-34.95
34620,nseo_17,9:55:12 AM,35712,413320.89,6403225.55,328.1,-1.72,4.58,413316.64,6403249.29,77,41,,4.4,-36.1
34621,nseo_17,9:55:13 AM,35713,413319.99,6403225.39,324.7,-2.29,-4.58,413316.64,6403249.29,77,40,,3.95,-33.23
34622,nseo_17,9:55:14 AM,35714,413319.59,6403225.4,323.9,-1.72,-5.16,413316.64,6403249.29,77,39,,3.78,-33.23
34623,nseo_17,9:55:15 AM,35715,413319.51,6403226.14,326,-2.29,1.72,413316.64,6403249.29,77,38,,3.67,-32.09
34624,nseo_17,9:55:16 AM,35716,413319.92,6403226.87,329.6,0,9.74,413316.64,6403249.29,77,38,,3.67,-32.09
34625,nseo_17,9:55:17 AM,35717,413320.24,6403227.8,331.6,0.57,13.75,413316.64,6403249.29,77,40,,3.27,-30.94
34626,nseo_17,9:55:18 AM,35718,413319.86,6403228.55,330.3,-1.15,10.31,413316.64,6403249.29,77,41,,2.93,-33.23
34627,nseo_17,9:55:19 AM,35719,413318.97,6403228.75,327.7,-0.57,1.15,413316.64,6403249.29,76,41,,2.74,-32.09
34628,nseo_17,9:55:20 AM,35720,413317.98,6403228.77,327.2,0.57,-5.73,413316.64,6403249.29,76,40,,2.65,-29.79
34629,nseo_17,9:55:21 AM,35721,413317.39,6403228.97,329.6,-1.15,-4.58,413316.64,6403249.29,76,42,,4.29,-29.79
34630,nseo_17,9:55:22 AM,35722,413317.71,6403229.89,332.7,-2.86,5.16,413316.64,6403249.29,76,40,,4.37,-29.22
34631,nseo_17,9:55:23 AM,35723,413318.22,6403230.62,335.1,-0.57,12.61,413316.64,6403249.29,76,38,,4.15,-29.22
34632,nseo_17,9:55:24 AM,35724,413318.13,6403231,335.7,1.72,10.89,413316.64,6403249.29,76,39,,3.75,-29.22
34633,nseo_17,9:55:25 AM,35725,413317.14,6403231.2,334.6,0.57,4.01,413316.64,6403249.29,76,39,,3.33,-29.22
34634,nseo_17,9:55:26 AM,35726,413315.75,6403231.23,333.2,-1.72,-2.29,413316.64,6403249.29,76,39,,3.13,-30.94
34635,nseo_17,9:55:27 AM,35727,413315.47,6403231.8,333.9,-1.15,-1.72,413316.64,6403249.29,76,39,,2.9,-29.79
34636,nseo_17,9:55:28 AM,35728,413315.68,6403232.35,336.8,1.72,3.44,413316.64,6403249.29,76,39,,2.96,-29.22
34637,nseo_17,9:55:29 AM,35729,413316.09,6403233.27,340,2.29,9.17,413316.64,6403249.29,76,39,,2.96,-29.22
34638,nseo_17,9:55:30 AM,35730,413316.31,6403234.01,341.5,0,10.31,413322.39,6403256.78,73.4,38,,2.85,-29.22
34639,nseo_17,9:55:31 AM,35731,413315.72,6403234.39,340.7,-1.15,5.16,413322.39,6403256.78,76,38,,2.54,-29.79
34640,nseo_17,9:55:32 AM,35732,413314.73,6403234.6,339.4,0,-1.15,413322.39,6403256.78,76,39,,2.31,-32.09
34641,nseo_17,9:55:33 AM,35733,413314.15,6403235.35,339,0.57,-1.72,413321.63,6403258.34,76,39,,3.27,-30.94
34642,nseo_17,9:55:34 AM,35734,413314.27,6403236.28,341,2.29,3.44,413321.63,6403258.34,76,40,,4.18,-33.23
34643,nseo_17,9:55:35 AM,35735,413314.49,6403237.01,344.8,3.44,8.02,413321.63,6403258.34,76,40,,4.32,-32.09
34644,nseo_17,9:55:36 AM,35736,413314.4,6403237.39,346.9,3.44,8.59,413323.49,6403259.47,76,40,,4.29,-33.23
34645,nseo_17,9:55:37 AM,35737,413313.61,6403237.59,347.1,2.29,4.58,413323.49,6403259.47,76,40,,4.2,-33.23
34646,nseo_17,9:55:38 AM,35738,413312.82,6403237.98,347.1,-1.15,1.72,413323.49,6403259.47,76,40,,4.26,-32.09
34647,nseo_17,9:55:39 AM,35739,413312.74,6403238.72,348.1,-1.15,2.29,413323.15,6403259.91,76,40,,4.23,-32.09
34648,nseo_17,9:55:40 AM,35740,413312.95,6403239.46,349.9,2.86,4.01,413323.15,6403259.91,76,40,,4.4,-33.23
34649,nseo_17,9:55:41 AM,35741,413312.87,6403240.2,351.8,4.58,5.16,413323.15,6403259.91,76,40,,4.63,-33.8
34650,nseo_17,9:55:42 AM,35742,413312.69,6403241.14,354.1,2.86,5.73,413325.33,6403262.2,72.9,40,,4.63,-33.8
34651,nseo_17,9:55:43 AM,35743,413312.21,6403241.89,355.5,0.57,4.01,413325.33,6403262.2,76,39,,4.66,-32.09
34652,nseo_17,9:55:44 AM,35744,413311.53,6403242.46,356.5,1.15,1.72,413325.33,6403262.2,76,38,,4.77,-33.23
34653,nseo_17,9:55:45 AM,35745,413311.14,6403243.03,357.6,3.44,1.72,413325.33,6403262.2,76,39,,4.46,-30.94
34654,nseo_17,9:55:46 AM,35746,413311.36,6403243.76,359.1,2.86,5.16,413325.33,6403262.2,76,38,,4.32,-30.94
34655,nseo_17,9:55:47 AM,35747,413311.57,6403244.5,1.7,2.29,8.59,413325.33,6403262.2,76,36,,4.15,-29.79
34656,nseo_17,9:55:48 AM,35748,413311.49,6403245.43,3.7,1.72,8.02,413325.33,6403262.2,76,37,,3.75,-26.93
34657,nseo_17,9:55:49 AM,35749,413311.32,6403246.36,4.1,2.29,5.73,413327.51,6403266.01,73.1,37,,3.61,-29.22
34658,nseo_17,9:55:50 AM,35750,413311.33,6403247.1,4.4,5.16,2.86,413327.51,6403266.01,75,36,,3.47,-29.22
34659,nseo_17,9:55:51 AM,35751,413311.35,6403248.03,5.5,5.73,1.72,413327.51,6403266.01,75,36,,3.27,-29.22
34660,nseo_17,9:55:52 AM,35752,413311.17,6403248.78,7.9,2.86,1.72,413329.49,6403264.9,75,35,,3.27,-30.94
34661,nseo_17,9:55:53 AM,35753,413310.89,6403249.53,10.5,-0.57,2.86,413329.49,6403264.9,75,37,,3.3,-30.94
34662,nseo_17,9:55:54 AM,35754,413310.8,6403250.09,13.7,-0.57,5.16,413329.49,6403264.9,75,37,,3.1,-33.8
34663,nseo_17,9:55:55 AM,35755,413311.02,6403251.01,15.5,2.86,8.02,413328.45,6403266.95,72.8,37,,3.1,-33.8
34664,nseo_17,9:55:56 AM,35756,413311.03,6403251.75,16.4,6.3,8.02,413328.45,6403266.95,75,40,,3.5,-33.8
34665,nseo_17,9:55:57 AM,35757,413310.86,6403252.68,17,4.58,5.73,413328.45,6403266.95,75,40,,4.32,-32.09
34666,nseo_17,9:55:58 AM,35758,413310.87,6403253.24,18.6,2.86,4.01,413331.66,6403266.69,72.2,39,,4.68,-33.8
34667,nseo_17,9:55:59 AM,35759,413310.98,6403253.98,20.6,1.15,2.86,413331.66,6403266.69,76,39,,4.54,-33.23
34668,nseo_17,9:56:00 AM,35760,413311.5,6403254.9,22.1,-0.57,4.01,413331.66,6403266.69,76,39,,4.29,-32.09
34669,nseo_17,9:56:01 AM,35761,413311.8,6403255.26,23.4,4.58,4.58,413331.66,6403266.69,76,39,,4.04,-33.23
34670,nseo_17,9:56:03 AM,35763,413312.02,6403256,26.4,6.88,5.16,413331.66,6403266.69,75,39,,3.55,-32.09
34671,nseo_17,9:56:04 AM,35764,413312.34,6403257.11,27.7,1.15,5.73,413331.66,6403266.69,75,38,,3.24,-29.79
34672,nseo_17,9:56:05 AM,35765,413312.46,6403257.85,28.8,0.57,5.16,413331.66,6403266.69,75,37,,3.33,-29.79
34673,nseo_17,9:56:06 AM,35766,413312.36,6403258.22,29.9,6.88,3.44,413331.66,6403266.69,75,36,,3.61,-29.79
34674,nseo_17,9:56:07 AM,35767,413312.57,6403258.59,31.5,6.3,3.44,413331.66,6403266.69,75,36,,4.32,-28.07
34675,nseo_17,9:56:08 AM,35768,413313.28,6403259.31,33.5,0,6.3,413335.36,6403267.19,75,37,,4.52,-29.22
34676,nseo_17,9:56:09 AM,35769,413313.88,6403259.49,34,-0.57,7.45,413335.36,6403267.19,75,37,,4.52,-29.22
34677,nseo_17,9:56:10 AM,35770,413314.19,6403260.04,33.5,2.86,5.16,413335.36,6403267.19,75,37,,4.32,-29.22
34678,nseo_17,9:56:11 AM,35771,413314.41,6403261.14,33.4,3.44,1.72,413335.36,6403267.19,75,36,,3.92,-29.79
34679,nseo_17,9:56:12 AM,35772,413315.03,6403262.25,33.7,1.15,2.29,413335.36,6403267.19,75,38,,3.61,-32.09
34680,nseo_17,9:56:13 AM,35773,413316.04,6403262.97,34.3,2.29,5.16,413335.36,6403267.19,75,38,,3.64,-33.23
34681,nseo_17,9:56:14 AM,35774,413316.94,6403263.32,35.1,5.73,6.88,413335.36,6403267.19,75,38,,3.5,-30.94
34682,nseo_17,9:56:15 AM,35775,413317.45,6403264.05,36,3.44,6.3,413335.36,6403267.19,75,39,,3.22,-30.94
34683,nseo_17,9:56:16 AM,35776,413317.87,6403265.15,35.2,0,4.58,413335.36,6403267.19,75,39,,3.13,-30.94
34684,nseo_17,9:56:17 AM,35777,413317.88,6403265.52,34.3,1.15,1.72,413335.85,6403271.01,72,39,,3.05,-33.8
34685,nseo_17,9:56:18 AM,35778,413318.29,6403266.07,34.1,1.72,2.29,413335.85,6403271.01,75,39,,3.64,-32.09
34686,nseo_17,9:56:19 AM,35779,413319.29,6403266.61,34.5,0.57,6.3,413335.85,6403271.01,75,39,,3.87,-32.09
34687,nseo_17,9:56:20 AM,35780,413320.39,6403266.96,35.4,0.57,9.17,413335.85,6403271.01,75,38,,3.58,-30.94
34688,nseo_17,9:56:21 AM,35781,413321,6403267.69,35.3,2.29,7.45,413335.85,6403271.01,75,38,,3.84,-30.94
34689,nseo_17,9:56:22 AM,35782,413321.32,6403268.61,34,1.15,3.44,413335.85,6403271.01,75,38,,3.84,-30.94
34690,nseo_17,9:56:23 AM,35783,413322.03,6403269.52,32.7,0,1.72,413335.85,6403271.01,75,38,,3.87,-32.09
34691,nseo_17,9:56:24 AM,35784,413322.63,6403269.88,33.1,2.86,1.72,413335.85,6403271.01,75,38,,4.2,-30.94
34692,nseo_17,9:56:25 AM,35785,413323.24,6403270.42,34.6,2.29,3.44,413338.07,6403270.66,72.4,38,,4.2,-32.09
34693,nseo_17,9:56:26 AM,35786,413323.95,6403270.96,35,0,6.88,413338.07,6403270.66,75,39,,3.84,-33.23
34694,nseo_17,9:56:27 AM,35787,413324.35,6403271.14,33.9,0.57,6.88,413338.07,6403270.66,75,41,,3.7,-33.23
34695,nseo_17,9:56:28 AM,35788,413324.46,6403271.69,33.7,-0.57,5.16,413338.84,6403272.37,72.5,41,,4.66,-32.09
34696,nseo_17,9:56:29 AM,35789,413324.87,6403272.43,33.1,-1.15,4.01,413338.84,6403272.37,75,41,,4.85,-32.09
34697,nseo_17,9:56:30 AM,35790,413325.47,6403272.79,32.7,0.57,4.01,413338.84,6403272.37,75,41,,4.46,-33.8
34698,nseo_17,9:56:31 AM,35791,413326.28,6403273.33,33.1,0.57,4.58,413339.55,6403272.57,75,41,,3.98,-32.09
34699,nseo_17,9:56:32 AM,35792,413327.09,6403274.24,32.9,-1.15,5.73,413339.55,6403272.57,75,41,,4.97,-30.94
34700,nseo_17,9:56:33 AM,35793,413327.79,6403274.59,32.2,0.57,5.16,413339.55,6403272.57,75,40,,5.05,-32.09
34701,nseo_17,9:56:34 AM,35794,413328.3,6403275.14,32.4,2.29,4.01,413339.55,6403272.57,75,40,,4.66,-33.23
34702,nseo_17,9:56:35 AM,35795,413328.9,6403275.5,32.5,0.57,4.01,413339.55,6403272.57,75,40,,4.66,-33.23
34703,nseo_17,9:56:36 AM,35796,413329.11,6403275.86,32.5,0,2.86,413339.55,6403272.57,75,39,,4.63,-33.8
34704,nseo_17,9:56:37 AM,35797,413329.21,6403276.05,32.7,-0.57,2.29,413339.55,6403272.57,75,37,,4.77,-30.94
34705,nseo_17,9:56:38 AM,35798,413329.42,6403276.6,32.4,-3.44,4.01,413339.55,6403272.57,75,36,,4.77,-32.09
34706,nseo_17,9:56:39 AM,35799,413329.93,6403276.96,32.4,-2.86,6.3,413339.55,6403272.57,75,38,,4.68,-33.23
34707,nseo_17,9:56:40 AM,35800,413330.53,6403277.32,33.4,0.57,7.45,413339.55,6403272.57,75,39,,4.57,-30.94
34708,nseo_17,9:56:41 AM,35801,413331.34,6403278.04,33.6,1.15,7.45,413342.76,6403276.04,75,39,,4.4,-30.94
34709,nseo_17,9:56:42 AM,35802,413331.95,6403278.59,32.9,0,5.16,413342.76,6403276.04,75,40,,3.98,-30.94
34710,nseo_17,9:56:43 AM,35803,413332.26,6403279.32,32.2,-1.15,1.72,413342.76,6403276.04,75,41,,3.87,-30.94
34711,nseo_17,9:56:44 AM,35804,413332.47,6403279.87,32.5,-1.15,0,413342.76,6403276.04,75,41,,3.75,-29.22
34712,nseo_17,9:56:45 AM,35805,413333.27,6403280.23,33.1,-0.57,2.86,413342.76,6403276.04,75,41,,3.67,-29.79
34713,nseo_17,9:56:46 AM,35806,413333.67,6403280.22,34,1.15,5.16,413342.76,6403276.04,75,41,,3.87,-28.07
34714,nseo_17,9:56:47 AM,35807,413333.87,6403280.59,34.8,-0.57,6.3,413342.76,6403276.04,75,41,,3.87,-28.07
34715,nseo_17,9:56:48 AM,35808,413334.08,6403280.95,34.8,-2.29,6.88,413345.06,6403277.63,72.4,41,,3.81,-28.07
34716,nseo_17,9:56:49 AM,35809,413334.38,6403280.95,34.2,-1.72,5.73,413345.06,6403277.63,75,41,,3.64,-28.07
34717,nseo_17,9:56:50 AM,35810,413334.89,6403281.49,34,-2.29,4.58,413345.06,6403277.63,75,40,,3.5,-29.22
34718,nseo_17,9:56:51 AM,35811,413335.49,6403282.04,34.4,-1.72,3.44,413345.73,6403278.78,73.5,39,,3.58,-29.79
34719,nseo_17,9:56:52 AM,35812,413335.9,6403282.4,34.8,1.15,1.72,413345.73,6403278.78,75,39,,3.67,-29.79
34720,nseo_17,9:56:53 AM,35813,413336.31,6403282.95,34.6,0,2.86,413345.73,6403278.78,75,40,,3.58,-29.79
34721,nseo_17,9:56:54 AM,35814,413336.91,6403283.31,34.8,-2.29,5.16,413346.45,6403279.08,72.1,41,,3.81,-29.22
34722,nseo_17,9:56:55 AM,35815,413337.51,6403283.48,35.7,-1.15,6.88,413346.45,6403279.08,74,41,,4.23,-29.22
34723,nseo_17,9:56:56 AM,35816,413337.81,6403283.66,36.8,0.57,6.3,413346.45,6403279.08,74,41,,4.26,-29.22
34724,nseo_17,9:56:57 AM,35817,413337.83,6403284.4,36.7,-1.15,3.44,413346.45,6403279.08,74,42,,4.37,-29.79
34725,nseo_17,9:56:58 AM,35818,413338.13,6403284.76,35.8,-1.72,2.29,413346.45,6403279.08,74,42,,4.26,-29.79
34726,nseo_17,9:56:59 AM,35819,413338.43,6403284.94,36.6,-0.57,2.86,413346.45,6403279.08,74,41,,3.95,-29.22
34727,nseo_17,9:57:00 AM,35820,413338.83,6403285.12,37.5,-2.29,4.58,413346.45,6403279.08,74,41,,3.95,-29.22
34728,nseo_17,9:57:01 AM,35821,413339.54,6403285.66,38.2,-2.86,6.88,413346.45,6403279.08,74,41,,4.09,-29.79
34729,nseo_17,9:57:02 AM,35822,413339.94,6403285.84,39.8,0.57,6.3,413349.59,6403283.12,72.3,42,,3.72,-29.22
34730,nseo_17,9:57:03 AM,35823,413340.15,6403286.21,39.8,2.29,4.58,413349.59,6403283.12,74,42,,3.75,-29.79
34731,nseo_17,9:57:04 AM,35824,413340.36,6403286.76,39.4,-1.15,2.86,413349.59,6403283.12,74,41,,3.67,-29.79
34732,nseo_17,9:57:05 AM,35825,413340.86,6403287.12,39.8,-3.44,4.01,413351.05,6403283.07,71.7,41,,3.41,-30.94
34733,nseo_17,9:57:06 AM,35826,413341.45,6403287.11,40.9,-1.72,5.16,413351.05,6403283.07,74,40,,3.7,-29.79
34734,nseo_17,9:57:07 AM,35827,413342.05,6403287.28,42.2,0,5.73,413351.05,6403283.07,74,40,,3.95,-30.94
34735,nseo_17,9:57:08 AM,35828,413342.36,6403287.64,43.5,1.15,4.01,413353.3,6403284.85,74,40,,3.75,-30.94
34736,nseo_17,9:57:09 AM,35829,413342.37,6403288.01,43.2,1.15,2.29,413353.3,6403284.85,74,40,,3.78,-29.79
34737,nseo_17,9:57:10 AM,35830,413342.38,6403288.57,43.4,-2.29,2.29,413353.3,6403284.85,74,40,,3.75,-30.94
34738,nseo_17,9:57:11 AM,35831,413342.59,6403289.12,45.2,-5.16,4.01,413352.48,6403285.87,74,40,,4.04,-30.94
34739,nseo_17,9:57:12 AM,35832,413343.18,6403289.11,47.3,-1.72,8.02,413352.48,6403285.87,74,41,,4.32,-33.23
34740,nseo_17,9:57:13 AM,35833,413343.97,6403288.91,49,2.29,9.74,413352.48,6403285.87,74,41,,4.32,-33.23
34741,nseo_17,9:57:15 AM,35835,413344.58,6403289.45,49.1,2.29,6.88,413352.48,6403285.87,74,40,,4.2,-30.94
34742,nseo_17,9:57:16 AM,35836,413344.7,6403290.19,48.5,-0.57,1.72,413352.48,6403285.87,74,39,,4.09,-32.09
34743,nseo_17,9:57:17 AM,35837,413344.81,6403290.75,48.9,-2.29,-1.15,413352.48,6403285.87,74,39,,3.92,-33.23
34744,nseo_17,9:57:18 AM,35838,413345.21,6403290.92,50.4,-2.29,1.15,413352.48,6403285.87,74,39,,4.29,-33.23
34745,nseo_17,9:57:19 AM,35839,413346,6403290.91,52.3,0,5.16,413352.48,6403285.87,74,39,,4.37,-33.23
34746,nseo_17,9:57:20 AM,35840,413346.69,6403290.89,53.6,0.57,8.02,413352.48,6403285.87,74,40,,4.18,-30.94
34747,nseo_17,9:57:21 AM,35841,413347,6403291.25,53.5,0,6.88,413352.48,6403285.87,74,40,,3.92,-30.94
34748,nseo_17,9:57:22 AM,35842,413347.11,6403291.62,53.1,0,4.01,413352.48,6403285.87,74,40,,3.58,-29.79
