Filename,Frame,Time (HMS),Period,Period time (HMS),Length (mm),Precision (mm),RMS 1 (mm),RMS 2 (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,Tape Reader,Depth,Comment,Year,Dive No,Transect No,User Def. 4,User Def. 5,User Def. 6,User Def. 7,User Def. 8,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time
2013_27_1_SL.avi,42790,15:42.8,,,,7.775,6.973,,1969.699,17.507,,,360.381,-491.252,-1873.101,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,27,,,,,16:18:41
2013_27_1_SL.avi,44014,16:23.6,,,,19.983,1.793,,3522.01,5.029,,,245.192,-226.753,-3506.14,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,28,,,,,16:19:22
2013_27_1_SL.avi,46393,17:43.0,,,240.383,21.08,0.969,1.686,2140.687,10.697,69.999,31.255,-76.316,-413.383,-2099.007,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,halibut,halibut,200,200,29,,,,Juvenile,16:20:41
2013_27_1_SL.avi,46397,17:43.1,,,,8.635,1.735,,2201.294,9.325,,,-116.52,-361.32,-2168.309,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,halibut,halibut,200,200,29,,,,juvenile,16:20:41
2013_27_1_SL.avi,47258,18:11.8,,,371.235,26.874,0.66,6.914,2312.618,23.109,65.11,22.113,843.636,-358.506,-2123.195,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,halibut,halibut,200,200,30,,,,Juvenile,16:21:10
2013_27_1_SL.avi,47271,18:12.3,,,,11.421,3.522,,2271.728,23.948,,,837.846,-408.198,-2071.747,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,halibut,halibut,200,200,30,,,,Juvenile,16:21:11
2013_27_1_SL.avi,47529,18:20.9,,,,23.562,1.229,,3650.87,13.079,,,-747.388,312.443,-3559.865,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,31,,,,,16:21:19
2013_27_1_SL.avi,47856,18:31.8,,,,8.629,2.35,,2018.32,20.722,,,-672.469,-261.473,-1884.949,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,32,,,,,16:21:30
2013_27_1_SL.avi,47895,18:33.1,,,,38.345,2.993,,4757.483,11.369,,,-690.185,582.881,-4670.925,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,33,,,,,16:21:31
2013_27_1_SL.avi,52101,20:53.4,,,,39.231,0.216,,4960.242,7.705,,,484.297,400.973,-4920.231,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,34,,,,,16:23:52
2013_27_1_SL.avi,52472,21:05.8,,,,17.224,0.918,,3189.428,8.871,,,491.773,-43.493,-3150.987,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,35,,,,,16:24:04
2013_27_1_SL.avi,52871,21:19.1,,,250.473,21.752,1.472,4.74,2099.71,15.065,72.5,26.164,-390.057,-404.275,-2023.165,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,halibut,halibut,200,200,36,,,,Juvenile,16:24:17
2013_27_1_SL.avi,52889,21:19.7,,,,7.643,4.239,,1918.148,19.313,,,-483.811,-430.496,-1805.517,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,halibut,halibut,200,200,36,,,,juvenile,16:24:18
2013_27_1_SL.avi,53128,21:27.7,,,,7.192,2.603,,1843.842,20.86,,,-474.377,-473.118,-1717.813,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,halibut,halibut,200,200,37,,,No length-cant see all,Juvenile,16:24:26
2013_27_1_SL.avi,56884,23:33.0,,,,20.619,6.536,,3640.923,4.568,,,-153.003,205.819,-3631.879,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,38,,,,,16:26:31
2013_27_1_SL.avi,56981,23:36.3,,,,24.144,3.567,,3443.017,22.112,,,1291.251,75.425,-3190.822,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,ratfish,ratfish,714,714,39,,,,,16:26:35
2013_27_1_SL.avi,58065,24:12.4,,,,12.639,5.846,,2560.095,15.756,,,671.546,-207.147,-2461.748,1,Jenny Stahl,0,"old cameras, start at 15:55:04, frame 01",2013,27,1,,,,,,flatfish,flatfish,10006,10006,40,,,,,16:27:11
2013_29_1_SL.avi,36301,18:33.2,,,,37.512,3.895,,4246.294,24.145,,,1728.159,131.024,-3876.507,1,Jenny Stahl,0,old cameras,2013,29,1,,,,,,ratfish,ratfish,714,714,4,,,,,
2013_29_1_SL.avi,39977,20:35.9,,,,5.881,2.973,,1604.084,24.96,,,558.815,-398.199,-1449.913,1,Jenny Stahl,0,old cameras,2013,29,1,,,,,,flatfish,,,,3,,,,Rock Sole?,
2013_29_1_SL.avi,51095,26:46.9,,,,6.204,1.434,,1816.15,11.184,,,-155.121,-336.094,-1778.027,1,Jenny Stahl,0,old cameras,2013,29,1,,,,,,flatfish,,,,5,,,,Rock sole?,
2013_29_1_SL.avi,53999,28:23.8,,,,22.779,8.713,,3302.791,24.229,,,-1352.589,53.845,-3012.645,1,Jenny Stahl,0,old cameras,2013,29,1,,,,,,ratfish,ratfish,714,714,6,,,,,
2013_29_1_SL.avi,55402,29:10.6,,,,20.825,4.88,,3419.308,13.524,,,-779.252,142.259,-3326.289,1,Jenny Stahl,0,old cameras,2013,29,1,,,,,,ratfish,ratfish,714,714,7,,,,,
2013_29_1_SL.avi,58991,31:10.3,,,,17.455,2.452,,3180.844,14.396,,,-100.843,749.981,-3089.519,1,Jenny Stahl,0,old cameras,2013,29,1,,,,,,rockfish,canary,146,146,8,,,,,
2013_29_1_SL.avi,59004,31:10.8,,,,64.31,8.551,,5334.677,28.345,,,2283.64,1043.096,-4706.986,1,Jenny Stahl,0,old cameras,2013,29,1,,,,,,rockfish,canary,146,146,9,,,,,
2013_29_1_SL.avi,59015,31:11.1,,,,101.538,5.293,,7120.617,21.591,,,1941.259,1685.929,-6640.206,1,Jenny Stahl,0,old cameras,2013,29,1,,,,,,rockfish,canary,146,146,10,,,,,
2013_29_1_SL.avi,59292,31:20.4,,,,71.172,4.878,,6529.074,14.191,,,346.228,1492.096,-6346.856,1,Jenny Stahl,0,old cameras,2013,29,1,,,,,,rockfish,canary,146,146,11,,,,,
2013_29_1_SL.avi,59413,31:24.4,,,,69.571,7.943,,6343.904,15.301,,,602.03,1493.754,-6136.072,1,Jenny Stahl,0,old cameras,2013,29,1,,,,,,rockfish,canary,146,146,12,,,,,
2013_29_1_SL.avi,59576,31:29.9,,,,78.269,12.306,,6047.998,25.501,,,-2246.635,1255.251,-5473.14,1,Jenny Stahl,0,old cameras,2013,29,1,,,,,,rockfish,canary,146,146,13,,,,,
2013_29_1_SL.avi,59757,31:35.9,,,,46.269,0.084,,5181.438,12.181,,,940.03,501.794,-5070.685,1,Jenny Stahl,0,old cameras,2013,29,1,,,,,,ratfish,ratfish,714,714,14,,,,,
2013_29_1_SL.avi,60344,31:55.5,,,,63.494,4.11,,5721.608,20.761,,,-2006.507,236.019,-5353.039,1,Jenny Stahl,0,old cameras,2013,29,1,,,,,,ratfish,ratfish,714,714,15,,,,,
2013_29_1_SL.avi,60642,32:05.4,,,,8.147,9.047,,1972.757,22.678,,,412.206,-659.467,-1812.997,1,Jenny Stahl,0,old cameras,2013,29,1,,,,,,ratfish,ratfish,714,714,16,,,,,
2013_29_1_SL.avi,68993,36:44.1,,,,68.82,8.637,,5771.743,23.457,,,-2169.139,698.107,-5302.876,1,Jenny Stahl,0,old cameras,2013,29,1,,,,,,ratfish,ratfish,714,714,17,,,,,
2013_31_1_SL.avi,1126,43:16.6,,,,28.721,1.634,,3883.422,19.517,,,712.037,1043.661,-3672.158,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yelloweye,145,145,1,AD,milling,,,
2013_31_1_SL.avi,1227,43:19.9,,,542.977,13.042,9.354,9.878,2259.983,16.59,25.943,17.722,197.927,-638.292,-2158.919,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yelloweye,145,145,1,AD,,,,
2013_31_1_SL.avi,1732,43:36.8,,,,13.123,2.97,,2588.891,17.358,,,-527.267,-591.892,-2464.55,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,2,,,,,
2013_31_1_SL.avi,2388,43:58.7,,,,16.594,0.918,,2748.867,25.375,,,-949.638,-724.672,-2475.744,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,3,,,,,
2013_31_1_SL.avi,2641,44:07.1,,,,10.957,3.467,,2452.153,12.431,,,-254.492,-489.114,-2389.363,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,4,,,,,
2013_31_1_SL.avi,3099,44:22.4,,,,21.372,0.1,,3714.988,4.014,,,-194.573,131.245,-3707.567,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,5,,,,,
2013_31_1_SL.avi,3271,44:28.1,,,,67.789,6.319,,5743.965,23.993,,,2335.315,-17.342,-5247.774,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,6,,,,,
2013_31_1_SL.avi,3738,44:43.7,,,,7.527,6.142,,1992.014,12.97,,,249.348,-392.723,-1936.934,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,7,,,,,
2013_31_1_SL.avi,5074,45:28.3,,,,16.457,3.421,,3081.628,9.987,,,528.666,-112.026,-3033.874,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,8,,,,,
2013_31_1_SL.avi,5518,45:43.1,,,,28.697,1.167,,4100.449,11.472,,,-768.986,226.72,-4021.311,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,9,,,,,
2013_31_1_SL.avi,7470,46:48.2,,,,19.537,5.551,,3124.417,20.383,,,-1085.138,-114.104,-2927.702,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,10,,,,,
2013_31_1_SL.avi,7470,46:48.2,,,,32.748,7.042,,4649.263,4.574,,,-156.7,284.356,-4637.913,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,11,,,,,
2013_31_1_SL.avi,7528,46:50.2,,,,17.721,1.364,,3313.895,4.644,,,180.425,-235.39,-3300.597,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,12,,,,,
2013_31_1_SL.avi,7693,46:55.7,,,,24.689,0.292,,3513.112,20.463,,,-803.477,-965.528,-3280.874,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,13,,,,,
2013_31_1_SL.avi,8439,47:20.6,,,,45.711,0.115,,5302.129,9.193,,,-655.216,478.457,-5239.69,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,14,,,,,
2013_31_1_SL.avi,8439,47:20.6,,,,56.306,1.336,,5431.642,19.224,,,1772.137,183.687,-5131.133,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,15,,,,,
2013_31_1_SL.avi,9623,48:00.1,,,,41.579,7.213,,4333.649,30.146,,,-1585.933,1448.554,-3763.91,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,greenling,lingcod,130,130,16,,,,No length-Can't see whole fish,
2013_31_1_SL.avi,9951,48:11.0,,,,13.959,7.149,,2539.489,24.134,,,-1017.999,-230.175,-2315.104,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,17,,,,,
2013_31_1_SL.avi,10045,48:14.2,,,,26.966,4.29,,4117.915,7.869,,,164.292,493.799,-4084.899,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,18,,,,,
2013_31_1_SL.avi,10045,48:14.2,,,,59.404,2.777,,5956.493,11.651,,,630.337,959.449,-5844.821,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,19,,,,,
2013_31_1_SL.avi,10269,48:21.6,,,,36.904,6.87,,4654.402,11.654,,,-686.506,591.547,-4565.33,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,20,,,,,
2013_31_1_SL.avi,10374,48:25.2,,,,83.327,6.71,,6518.457,22.81,,,1362.159,2061.33,-6032.057,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yelloweye,145,145,21,AD,milling,,,
2013_31_1_SL.avi,10478,48:28.6,,,,54.599,6.731,,5141.025,24.423,,,1431.529,1519.084,-4698.217,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yelloweye,145,145,22,AD,milling,,,
2013_31_1_SL.avi,10530,48:30.4,,,492.026,51.897,4.438,0.296,4558.451,27.625,16.589,20.018,1592.818,1344.374,-4054.019,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yelloweye,145,145,22,AD,,,,
2013_31_1_SL.avi,10591,48:32.4,,,,40.375,0.084,,4819.246,12.525,,,844.697,562.957,-4711.125,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,23,,,,,
2013_31_1_SL.avi,10600,48:32.7,,,495.385,41.348,4.097,1.709,4019.739,23.448,19.186,9.603,1236.769,973.162,-3698.873,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yelloweye,145,145,21,AD,,,,
2013_31_1_SL.avi,11077,48:48.6,,,,41.395,17.625,,4752.545,16.83,,,-1369.151,86.801,-4550.228,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,ratfish,ratfish,714,714,24,,,,,
2013_31_1_SL.avi,11581,49:05.4,,,,40.647,7.813,,4322.946,27.386,,,1450.97,1316.825,-3853.378,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yellowtail,155,155,25,,,,school >50,
2013_31_1_SL.avi,11581,49:05.4,,,,64.903,4.031,,5647.399,23.907,,,1463.161,1702.126,-5182.185,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yellowtail,155,155,26,,,,school >50,
2013_31_1_SL.avi,11581,49:05.4,,,,28.413,4.411,,3925.914,20.872,,,-439.639,1286.879,-3682.86,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yellowtail,155,155,27,,,,shool >50,
2013_31_1_SL.avi,11581,49:05.4,,,,38.816,9.543,,4704.683,19.731,,,-192.445,1527.195,-4445.748,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yellowtail,155,155,28,,,,school >50,
2013_31_1_SL.avi,11826,49:13.6,,,,6.718,2.975,,1785.767,20.34,,,548.858,271.231,-1677.543,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yellowtail,155,155,29,,,,school >50,
2013_31_1_SL.avi,11826,49:13.6,,,,33.402,4.926,,4108.575,20.761,,,1007.225,1008.997,-3853.286,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yellowtail,155,155,30,,,,school >50,
2013_31_1_SL.avi,11826,49:13.6,,,,29.968,8.096,,3643.804,28.176,,,1465.928,864.885,-3221.853,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yellowtail,155,155,31,,,,school >50,
2013_31_1_SL.avi,12498,49:36.0,,,,6.486,11.874,,1941.097,1.416,,,16.16,23.54,-1940.887,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yellowtail,155,155,32,,,,school >50,
2013_31_1_SL.avi,12816,49:46.6,,,,49.263,1.903,,4899.177,23.457,,,1932.099,214.584,-4496.986,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yellowtail,155,155,33,,,,school >50,
2013_31_1_SL.avi,13163,49:58.2,,,,34.701,4.368,,3920.291,30.307,,,-1584.65,1146.554,-3397.496,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yellowtail,155,155,34,,,,school >50,
2013_31_1_SL.avi,13208,49:59.7,,,,34.291,2.618,,4262.864,18.329,,,-1329.723,125.161,-4048.232,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yellowtail,155,155,35,,,,school >50,
2013_31_1_SL.avi,13782,50:18.9,,,,26.498,3.137,,3554.66,22.141,,,-1238.575,-547.271,-3286.645,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,36,,,,,
2013_31_1_SL.avi,14039,50:27.4,,,,20.569,0.516,,3237.12,17.624,,,-824.436,-564.402,-3079.074,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,37,,,,,
2013_31_1_SL.avi,14340,50:37.5,,,,17.243,2.119,,3210.607,7.825,,,136.012,-450.838,-3175.885,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,38,,,,,
2013_31_1_SL.avi,14586,50:45.7,,,,42.567,9.931,,5012.943,10.591,,,910.484,-195.929,-4925.671,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,39,,,,,
2013_31_1_SL.avi,14933,50:57.3,,,,67.875,2.731,,6559.749,9.277,,,-328.497,932.975,-6484.748,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,tiger,148,148,40,,,,,
2013_31_1_SL.avi,15041,51:00.9,,,,23.959,4.403,,3670.139,13.418,,,-739.501,382.596,-3574.448,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yellowtail,155,155,42,,,,,
2013_31_1_SL.avi,15087,51:02.4,,,,54.427,1.383,,5540.444,17.097,,,-624.82,1445.07,-5312.052,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yellowtail,155,155,43,,,,,
2013_31_1_SL.avi,15532,51:17.3,,,,33.672,8.644,,4138.002,18.315,,,-1167.533,-616.209,-3921.761,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,44,,,,,
2013_31_1_SL.avi,16901,52:02.9,,,,10.702,2.385,,2533.148,4.912,,,-211.269,-77.291,-2523.139,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,45,,,,,
2013_31_1_SL.avi,17169,52:11.9,,,,24.986,5.387,,3809.453,11.504,,,733.136,157.574,-3734.918,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,46,,,,,
2013_31_1_SL.avi,17363,52:18.3,,,,16.967,1.517,,3298.03,2.766,,,-128.237,57.563,-3295.033,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,47,,,,,
2013_31_1_SL.avi,17793,52:32.7,,,,52.896,12.494,,5696.915,8.741,,,861.29,-150.503,-5629.42,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,48,,,,,
2013_31_1_SL.avi,17955,52:38.1,,,,26.192,2.225,,3641.579,20.324,,,1260.578,65.216,-3415.815,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,49,,,,,
2013_31_1_SL.avi,18377,52:52.2,,,,69.024,3.755,,6027.953,17.802,,,1613.195,827.023,-5748.9,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yelloweye,145,145,50,AD,milling,,,
2013_31_1_SL.avi,18577,52:58.9,,,,12.996,3.817,,2721.31,10.917,,,125.832,-529.561,-2666.319,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,51,,,,,
2013_31_1_SL.avi,18688,53:02.6,,,445.846,15.459,3.567,6.37,2258.427,20.771,29.771,26.539,636.616,-509.523,-2106.087,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yelloweye,145,145,50,AD,,,,
2013_31_1_SL.avi,21181,54:25.7,,,,9.105,3.637,,2187.855,13.362,,,396.181,-337.852,-2124.996,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,52,,,,,
2013_31_1_SL.avi,21736,54:44.3,,,,94.385,4.607,,7164.091,20.677,,,-968.748,2261.91,-6728.261,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yelloweye,145,145,53,AD,milling,,,
2013_31_1_SL.avi,21797,54:46.3,,,530.676,104.337,9.676,1.566,5650.081,18.679,46.957,39.945,-982.572,1459.781,-5369.079,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yelloweye,145,145,53,AD,,,High Horizontal angle,
2013_31_1_SL.avi,24906,56:30.0,,,,14.135,3.536,,2549.882,25.132,,,1082.804,-8.932,-2308.539,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yelloweye,145,145,55,AD,fish moving slowly into frame,,,
2013_31_1_SL.avi,25104,56:36.6,,,561.736,8.871,0.556,7.148,1703.306,25.456,20.978,0.45,-556.118,-493.267,-1532.538,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,yelloweye,145,145,55,AD,,,,
2013_31_1_SL.avi,25311,56:43.5,,,,10.559,1.099,,2262.923,19.897,,,-590.281,-518.333,-2122.197,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,silvergray,157,157,56,,,,,
2013_31_1_SL.avi,25855,57:01.7,,,,28.671,10.891,,4103.804,10.985,,,721.296,257.094,-4031.73,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,57,,,,,
2013_31_1_SL.avi,26578,57:25.8,,,,26.09,2.833,,3837.478,13.166,,,-871.085,-114.161,-3735.561,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,58,,,,,
2013_31_1_SL.avi,26619,57:27.2,,,,30.59,7.861,,4373.353,7.239,,,521.621,129.299,-4340.208,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,59,,,,,
2013_31_1_SL.avi,27379,57:52.5,,,,18.912,2.249,,3347.757,8.81,,,-215.381,-502.129,-3302.871,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,60,,,,,
2013_31_1_SL.avi,28654,58:35.1,,,,12.164,3.607,,2409.015,20.69,,,805.996,-298.619,-2250.456,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,61,,,,,
2013_31_1_SL.avi,28970,58:45.6,,,,11.254,2.292,,2565.451,7.002,,,-214.517,-255.966,-2543.62,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,62,,,,,
2013_31_1_SL.avi,29308,58:56.9,,,,35.769,19.828,,4065.001,26.368,,,1783.432,240.064,-3644.992,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,63,,,,,
2013_31_1_SL.avi,29685,59:09.5,,,,15.967,0.805,,2833.743,18.133,,,847.167,-275.211,-2690.105,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,64,,,,,
2013_31_1_SL.avi,30857,59:48.6,,,,13.194,2.972,,2651.357,13.796,,,481.131,-438.875,-2570.135,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,65,,,,,
2013_31_1_SL.avi,31841,00:21.4,,,,18.105,9.731,,3220.533,11.527,,,625.797,114.856,-3157.059,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,66,,,,,
2013_31_1_SL.avi,31857,00:22.0,,,,25.659,4.751,,3920.467,9.642,,,488.695,395.457,-3869.735,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,67,,,,,
2013_31_1_SL.avi,31857,00:22.0,,,,33.607,2.597,,4491.853,10.131,,,-651.943,397.057,-4426.518,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,68,,,,,
2013_31_1_SL.avi,34400,01:46.8,,,,34.223,10.033,,3990.454,24.161,,,1596.18,-386.668,-3636.815,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,69,,,,,
2013_31_1_SL.avi,34966,02:05.7,,,,29.583,8.269,,3862.728,19.236,,,-1224.226,-388.231,-3642.968,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,70,,,,,
2013_31_1_SL.avi,35136,02:11.4,,,,22.635,10.896,,3325.985,22.421,,,-1267.831,-77.123,-3073.896,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,71,,,,,
2013_31_1_SL.avi,36387,02:53.1,,,,12.473,8.441,,2412.441,21.986,,,809.513,-425.423,-2232.393,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,72,,,,,
2013_31_1_SL.avi,37609,03:33.9,,,,15.199,0.179,,2816.55,15.296,,,630.046,-424.086,-2712.222,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,74,,,,,
2013_31_1_SL.avi,37633,03:34.7,,,,18.291,1.68,,3282.219,8.928,,,-253.407,-477.992,-3237.324,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,73,,,,,
2013_31_1_SL.avi,37685,03:36.4,,,,14.667,1.746,,2860.827,11.021,,,455.554,-333.893,-2804.517,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,75,,,,,
2013_31_1_SL.avi,37991,03:46.6,,,,37.045,1.694,,4228.481,24.638,,,1164.71,1280.271,-3858.032,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,silvergray,157,157,76,,,,,
2013_31_1_SL.avi,38064,03:49.1,,,,9.865,0.968,,2360.036,9.698,,,121.614,-404.393,-2321.949,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,tiger,148,148,77,,,,,
2013_31_1_SL.avi,38594,04:06.8,,,,11.12,8.472,,2514.265,9.159,,,386.789,-130.361,-2480.913,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,78,,,,,
2013_31_1_SL.avi,38914,04:17.4,,,,25.611,8.4,,3746.569,13.889,,,-609.145,-702.08,-3629.436,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,greenling,,10007,10007,79,,,,,
2013_31_1_SL.avi,40001,04:53.7,,,,64.882,12.561,,5664.703,21.638,,,1972.19,629.52,-5272.859,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,ratfish,ratfish,714,714,80,,,,,
2013_31_1_SL.avi,40001,04:53.7,,,,28.918,7.506,,4209.954,7.47,,,-522.394,-209.864,-4172.142,1,Jenny Stahl,0,old cameras,2013,31,1,,,,,,rockfish,rosethorn,150,150,81,,,,,
